lizard	eggnog
GPR160	GPR160
SEC62	SEC62
SAMD7	SAMD7
LRRC31	LRRC31
LRRIQ4	LRRIQ4
LRRC34	LRRC34
MYNN	MYNN
GOLPH3	GOLPH3
MTMR12	MTMR12
ZFR	ZFR
SUB1	SUB1
NPR3	NPR3
TARS	TARS
ADAMTS12	ADAMTS12
RXFP3	RXFP3
SLC45A2	SLC45A2
AMACR	AMACR
PTGFR	PTGFR
RBM8A	RBM8A
LIX1L	LIX1L
PEX11B	PEX11B
CDCA5	CDCA5
ZFPL1	ZFPL1
C10H11ORF2	VPS51
TM7SF2	TM7SF2
ZNHIT2	ZNHIT2
FAU	FAU
MRPL49	MRPL49
PLA2G4C	PLA2G4C
OR10C1	OR10C1
DNAJB1	DNAJB1
GIPC1	GIPC1
PTGER1	PTGER1
PKN1	PKN1
C19ORF67	C19ORF67
CD97	CD97
LPHN1	LPHN1
ASF1B	ASF1B
SAMD1	SAMD1
LRRC8E	LRRC8E
MAP2K7	MAP2K7
EVI5L	EVI5L
CACNA1A	CACNA1A
MAN2B1	MAN2B1
TRMT1	TRMT1
STX10	STX10
IER2	IER2
WDR83OS	WDR83OS
WDR83	WDR83
FBXW9	FBXW9
PRDX1	PRDX1
DLG2	DLG2
RAB28	RAB28
NKX3-2	NKX3-2
BOD1L	BOD1L1
CCNE1	CCNE1
SUPT7L	SUPT7L
SLC4A1AP	SLC4A1AP
RBKS	RBKS
BRE	BRE
FOSL2	FOSL2
PLB1	PLB1
SPDYA	SPDYA
TRMT61B	TRMT61B
WDR43	WDR43
FAM179A	FAM179A
CLIP4	CLIP4
ALK	ALK
YPEL5	YPEL5
LBH	LBH
LCLAT1	LCLAT1
MECOM	MECOM
GOLIM4	GOLIM4
SERPINI1	SERPINI1
PENK	PENK
FAM110B	FAM110B
UBXN2B	UBXN2B
CYP7A1	CYP7A1
SDCBP	SDCBP
NSMAF	NSMAF
TOX	TOX
CA8	CA8
CHD7	CHD7
CLVS1	CLVS1
ASPH	ASPH
NKAIN3	NKAIN3
GGH	GGH
TTPA	TTPA
RNF4	RNF4
YTHDF3	YTHDF3
CYP7B1	CYP7B1
ARMC1	ARMC1
MTFR1	MTFR1
PDE7A	PDE7A
DNAJC5B	DNAJC5B
TRIM55	TRIM55
CRH	CRH
RRS1	RRS1
ADHFE1	ADHFE1
C8ORF46	C8ORF46
MYBL1	MYBL1
VCPIP1	VCPIP1
SGK3	SGK3
C8ORF45	MCMDC2
TCF24	TCF24
PPP1R42	PPP1R42
Q5ZLC3_CHICK	COPS5
CSPP1	CSPP1
ARFGEF1	ARFGEF1
CPA6	CPA6
PREX2	PREX2
SULF1	SULF1
SLCO5A1	SLCO5A1
PRDM14	PRDM14
NCOA2	NCOA2
TRAM1	TRAM1
LACTB2	LACTB2
XKR9	XKR9
EYA1	EYA1
MSC	MSC
TRPA1	TRPA1
KCNB2	KCNB2
TERF1	TERF1
C8ORF84	SBSPON
RDH10	RDH10
STAU2	STAU2
FLJ11011L	UBE2W
TCEB1	TCEB1
HAUS3	HAUS3
TMEM70	TMEM70
LY96	LY96
NDST4	NDST4
UGT8	UGT8
CAMK2D	CAMK2D
ARHGAP19	ARHGAP19
ZNF711	ZNF711
POF1B	POF1B
GBE1	GBE1
IPPK	IPPK
ECM2	ECM2
ASPN	ASPN
OMD	OMD
OGN	OGN
CENPP	CENPP
NOL8	NOL8
IARS	IARS
ATP2B2	ATP2B2
EFCAB3	EFCAB3
MITF	MITF
FOXP1	FOXP1
EIF4E3	EIF4E3
GPR27	GPR27
RYBP	RYBP
SHQ1	SHQ1
GXYLT2	GXYLT2
PPP4R2	PPP4R2
PDZRN3	PDZRN3
GTF2IRD2	GTF2IRD2
HS3ST5	HS3ST5
HDAC2	HDAC2
MARCKS	MARCKS
CLDN23	CLDN23
TMPRSS15	TMPRSS15
CHODL	CHODL
C1H21ORF91	C21ORF91
CXADR	CXADR
F1NCR4_CHICK	USP25
NRIP1	NRIP1
SAMSN1	SAMSN1
F1ND59_CHICK	HSPA13
RBM11	RBM11
LIPI	LIPI
ROBO2	ROBO2
ANK3	ANK3
CCDC6	CCDC6
SLC16A9	SLC16A9
FAM13C	FAM13C
PHYHIPL	PHYHIPL
BICC1	BICC1
FAM190B	FAM190B
NTN1	NTN1
STX8	STX8
WDR16	WDR16
USP43	USP43
ARHGAP44	ARHGAP44
FBXW10	FBXW10
TEKT3	TEKT3
PMP22	PMP22
NPEPL1	NPEPL1
APCDD1L	APCDD1L
VAPB	VAPB
TAP2	TAP2
GPN1	GPN1
ZNF512	ZNF512
KIF3C	KIF3C
ASXL2	ASXL2
DTNB	DTNB
DNMT3A	DNMT3A
DPYSL5	DPYSL5
MAPRE3	MAPRE3
TMEM214	TMEM214
AGBL5	AGBL5
EMILIN1	EMILIN1
KHK	KHK
ABHD1	ABHD1
PREB	PREB
SLC5A6	SLC5A6
C2ORF28	ATRAID
CAD	CAD
TRIM54	TRIM54
DNAJC5G	DNAJC5G
SLC30A3	SLC30A3
GTF3C2	GTF3C2
EIF2B4	EIF2B4
SNX17	SNX17
PPM1G	PPM1G
NRBP1	NRBP1
IFT172	IFT172
FNDC4	FNDC4
GCKR	GCKR
PFN4	PFN4
NCAPG	NCAPG
MED28	MED28
F1NHL4_CHICK	LAP3
CLRN2	CLRN2
QDPR	QDPR
LDB2	LDB2
RAD50	RAD50
IRF1	IRF1
PDLI4_CHICK	PDLIM4
P4HA2	P4HA2
ACSL6	ACSL6
FNIP1	FNIP1
RALGPS2	RALGPS2
ANGPTL1	ANGPTL1
FOXG1	FOXG1
PRKD1	PRKD1
G2E3	G2E3
SCFD1	SCFD1
COCH	COCH
STRN3	STRN3
AP4S1	AP4S1
HECTD1	HECTD1
HEATR5A	HEATR5A
C14ORF126	DTD2
NUBPL	NUBPL
ARHGAP5	ARHGAP5
AKAP6	AKAP6
NPAS3	NPAS3
LINGO2	LINGO2
C9ORF72	C9ORF72
MOB3B	MOB3B
TEK	TEK
IFT74	IFT74
LRRC19	LRRC19
PLAA	PLAA
C9ORF82	CAAP1
CDH2	CDH2
CAPN7	CAPN7
SH3BP5	SH3BP5
METTL6	METTL6
EAF1	EAF1
C7ORF41	C7ORF41
ZNRF2	ZNRF2
LMX1A	LMX1A
F1NSP3_CHICK	RXRG
METTL18	METTL18
PLLP	PLLP
ARL2BP	ARL2BP
RSPRY1	RSPRY1
FAM192A	FAM192A
CPNE2	CPNE2
NLRC5	NLRC5
CETP	CETP
HERPUD1	HERPUD1
SLC12A3	SLC12A3
NUP93	NUP93
POLR2C	POLR2C
BBS2	BBS2
OGFOD1	OGFOD1
NUDT21	NUDT21
AMFR	AMFR
GNAO1	GNAO1
C16ORF70	C16ORF70
B3GNT9	B3GNT9
TRADD	TRADD
FBXL8	FBXL8
HSF4	HSF4
DNAAF1	DNAAF1
HSDL1	HSDL1
MBTPS1	MBTPS1
SLC38A8	SLC38A8
NECAB2	NECAB2
OSGIN1	OSGIN1
ZNF706	ZNF706
GRHL2	GRHL2
NCALD	NCALD
RRM2B	RRM2B
UBR5	UBR5
ODF1	ODF1
KLF10	KLF10
AZIN1	AZIN1
ATP6V1C1	ATP6V1C1
BAALC	BAALC
FZD6	FZD6
SLC25A32	SLC25A32
DCAF13	DCAF13
RIMS2	RIMS2
TM7SF4	DCSTAMP
DPYS	DPYS
LRP12	LRP12
ZFPM2	ZFPM2
ABRA	ABRA
ANGPT1	ANGPT1
RSPO2	RSPO2
EIF3E	EIF3E
TTC35	EMC2
TMEM74	TMEM74
TRHR	TRHR
NUDCD1	NUDCD1
ENY2	ENY2
EBAG9	EBAG9
SYBU	SYBU
KCNV1	KCNV1
C20ORF111	C20ORF111
JPH2	JPH2
TRHR3	TRHR3
C20ORF123	OCSTAMP
SLC13A3	SLC13A3
TP53RK	TP53RK
SLC2A10	SLC2A10
EYA2	EYA2
ZMYND8	ZMYND8
NCOA3	NCOA3
SULF2	SULF2
PREX1	PREX1
ARFGEF2	ARFGEF2
CSE1L	CSE1L
STAU1	STAU1
PTGIS	PTGIS
B4GALT5	B4GALT5
SLC9A8	SLC9A8
RNF114	RNF114
CEBPB_CHICK	CEBPB
PTN1_CHICK	PTPN1
FAM65C	FAM65C
PARD6B	PARD6B
ADNP	ADNP
DPM1	DPM1
MOCS3	MOCS3
KCNG1	KCNG1
NFATC2	NFATC2
ATP9A	ATP9A
SALL4	SALL4
TSHZ2	TSHZ2
ZNF217	ZNF217
BCAS1	BCAS1
PFDN4	PFDN4
DOK5	DOK5
PHYH	PHYH
UCMA	UCMA
MCM10	MCM10
OPTN	OPTN
CCDC3	CCDC3
CDC123	CDC123
NUDT5	NUDT5
DHTKD1	DHTKD1
UPF2	UPF2
IFLTD1	IFLTD1
RASSF8	RASSF8
BHLHE41	BHLHE41
SSPN	SSPN
ITPR2	ITPR2
ASUN	ASUN
FGOP2_CHICK	FGFR1OP2
TM7SF3	TM7SF3
MED21	MED21
STK38L	STK38L
ARNTL2	ARNTL2
CDNF	CDNF
HSPA14	HSPA14
DCLRE1C	DCLRE1C
MEIG1	MEIG1
C7ORF23	C7ORF23
DMTF1	DMTF1
NARS2	NARS2
GAB2	GAB2
RBM24	RBM24
CAP2	CAP2
FAM8A1	FAM8A1
NUP153	NUP153
PAK1IP1	PAK1IP1
TMEM14C	TMEM14C
GFOD1	GFOD1
TBC1D7	TBC1D7
PHACTR1	PHACTR1
NKAIN4	NKAIN4
YTHDF1	YTHDF1
RFC3	RFC3
NBEA	NBEA
MAB21L1	MAB21L1
DCLK1	DCLK1
CCDC169	CCDC169
SPG20	SPG20
CCNA1	CCNA1
SERTM1	SERTM1
SMAD9	SMAD9
B4GALT4	B4GALT4
B3GAT1	B3GAT1
ARHGAP31	ARHGAP31
UPK1B	UPK1B
C3ORF30	C3ORF30
IGSF11	IGSF11
ZP4	ZP4
OR13H1	OR13H1
RWDD3	RWDD3
HCCS	HCCS
TMEM56	TMEM56
ALG14	ALG14
CNN3	CNN3
SLC44A3	SLC44A3
F3	F3
ABCD3	ABCD3
ARHGAP29	ARHGAP29
ABCA4	ABCA4
GCLM	GCLM
DNTTIP2	DNTTIP2
FNBP1L	FNBP1L
DR1	DR1
CCDC18	CCDC18
TMED5	TMED5
MTF2	MTF2
SLC35A3	SLC35A3
HIAT1	HIAT1
SASS6	SASS6
CCDC76	TRMT13
LRRC39	LRRC39
DBT	DBT
RTCD1	RTCA
VCAM1	VCAM1
GPR88	GPR88
CDC14A	CDC14A
COMMD8	COMMD8
EXTL2	EXTL2
SLC30A7	SLC30A7
DPH5	DPH5
S1PR1	S1PR1
OLFM3	OLFM3
COL11A1	COL11A1
ATRN	ATRN
GFRA4	GFRA4
SLIT2	SLIT2
APOA1BP	APOA1BP
GPATCH4	GPATCH4
UBQLN4	UBQLN4
LAMTOR2	LAMTOR2
RAB25	RAB25
MEX3A	MEX3A
LMNA	LMNA
SEMA4A	SEMA4A
SLC25A44	SLC25A44
PMF1	PMF1
BGLAP	BGLAP
FUCA1	FUCA1
HMGCL	HMGCL
HIC2	ZNF235
YDJC	YDJC
SDF2L1	SDF2L1
TOP3B	TOP3B
PPM1F	PPM1F
MAPK1	MAPK1
YPEL1	YPEL1
PPIL2	PPIL2
HIRA	HIRA
FAM135B	FAM135B
INHBA	INHBA
RGS12	RGS12
DOK7	DOK7
MCF2L	MCF2L
F7	F7
F10	F10
PCID2	PCID2
CUL4A	CUL4A
GRTP1	GRTP1
ADPRHL1	ADPRHL1
DCUN1D2	DCUN1D2
TMCO3	TMCO3
TFDP1	TFDP1
F1NA08_CHICK	ATP4B
FAM70B	FAM70B
GAS6	GAS6
RASA3	RASA3
C17ORF105	C17ORF105
CDC16	CDC16
UPF3A	UPF3A
CHAMP1	CHAMP1
SEPT10	SEPT10
ANKRD57	SOWAHC
SH3RF3	SH3RF3
EDAR	EDAR
CCDC138	CCDC138
RANBP2	RANBP2
LIMS1	LIMS1
GCC2	GCC2
Q90WR6_CHICK	SULT1C3
SLC5A7	SLC5A7
ST6GAL2	ST6GAL2
UXS1	UXS1
C2ORF40	C2ORF40
NCK2	NCK2
FHL2	FHL2
C2ORF49	C2ORF49
TGFBRAP1	TGFBRAP1
GPR45	GPR45
MRPS9	MRPS9
POU3F3	POU3F3
TMEM182	TMEM182
MFSD9	MFSD9
SLC9A2	SLC9A2
E1BZW1_CHICK	SLC9A4
IL18RAP	IL18RAP
IL18R1	IL18R1
CUZD1	DMBT1
SGOL2	SGOL2
UBE3A	UBE3A
CNGA3	CNGA3
VWA3B	VWA3B
TMEM131	TMEM131
INPP4A	INPP4A
NARS	NARS
FECH	FECH
TSPAN8	TSPAN8
PTPRR	PTPRR
PTPRB	PTPRB
KCNMB4	KCNMB4
CNOT2	CNOT2
C12ORF28	C12ORF28
RAB3IP	RAB3IP
BEST3	BEST3
LRRC10	LRRC10
CCT2	CCT2
FRS2	FRS2
YEATS4	YEATS4
CPSF6_CHICK	CPSF6
CPM	CPM
MDM2	MDM2
SLC35E3	SLC35E3
NUP107	NUP107
RAP1B	RAP1B
MDM1	MDM1
IL22	IL22
IFNG_CHICK	IFNG
DYRK2	DYRK2
CAND1	CAND1
GRIP1	GRIP1
HELB	HELB
TMBIM4	TMBIM4
LLPH	LLPH
HMGA2	HMGA2
MSRB3	MSRB3
LEMD3	LEMD3
WIF1	WIF1
TBC1D30	TBC1D30
GNS	GNS
Q5ZIY7_CHICK	RASSF3
TBK1	TBK1
XPOT	XPOT
RPL18A	RPL18A
C12ORF66	C12ORF66
SRGAP1	SRGAP1
TMEM5	TMEM5
AVPR1A	AVPR1A
PPM1H	PPM1H
MON2	MON2
USP15	USP15
FAM19A2	FAM19A2
SYVN1	SYVN1
CST6	CST6
FRMD8	FRMD8
SLC25A45	SLC25A45
NRXN1	NRXN1
RASGRP2	RASGRP2
SF1	SF1
MAP4K2	MAP4K2
ARHGEF2	ARHGEF2
SMG5	SMG5
TMEM79	TMEM79
C1ORF85	C1ORF85
CCT3	CCT3
VSIG8	VSIG8
CCDC19	CCDC19
TAGLN2	TAGLN2
IGSF9	IGSF9
DUSP23	DUSP23
Q5ZLW9_CHICK	SSR2
BCL11B	BCL11B
NOV	NOV
MAL2	MAL2
TNFRSF11B	TNFRSF11B
KAT5	KAT5
RELA	RELA
C11ORF68	C11ORF68
DRAP1	DRAP1
ACTR2A	ACTR2
PELI3	PELI3
DPP3	DPP3
BBS1	BBS1
CTSW	CTSW
BLOC1S2	BLOC1S2
HELLS	HELLS
PDLIM1	PDLIM1
SORBS1	SORBS1
COG3	COG3
SPERT	SPERT
FAM194B	FAM194B
CHUK	CHUK
MTG1.1	MTG1
PAOX	PAOX
TMEM72	TMEM72
CXCL12	CXCL12
ERCC6	ERCC6
DRGX	DRGX
C10ORF71	C10ORF71
EPHA5	EPHA5
TECRL	TECRL
KIAA0528	KIAA0528
ETNK1	ETNK1
MPPED1	MPPED1
EFCAB6	EFCAB6
SULT4A1	SULT4A1
PNPLA3	PNPLA3
SAMM50	SAMM50
PARVB	PARVB
PARVG	PARVG
KIAA1644	KIAA1644
TMEM68	TMEM68
XKR4	XKR4
RP1	RP1
MRPL15	MRPL15
LYPLA1	LYPLA1
TCEA1	TCEA1
RGS20	RGS20
ATP6V1H	ATP6V1H
OPRK1	OPRK1
NPBWR1	NPBWR1
RB1CC1	RB1CC1
FAM150A	FAM150A
ST18	ST18
PCMD1_CHICK	PCMTD1
SNTG1	SNTG1
PDE11A	PDE11A
TTC30B	TTC30A
AGPS	AGPS
NFE2L2	NFE2L2
HNRNPA3	HNRNPA3
MTX2	MTX2
HOXD4A	HOXD4
HOXD9A	HOXD9
HOXD10	HOXD10
HOXD13	HOXD13
EVX2	EVX2
SDS	SDS
RPL10A	RPL10A
MICAL1	MICAL1
SMPD2	SMPD2
TEAD3	TEAD3
TULP1	TULP1
FKBP5	FKBP5
ARMC12	ARMC12
CLPS	CLPS
LHFPL5	LHFPL5
SRPK1	SRPK1
MAPK14	MAPK14
MAPK13	MAPK13
BRPF3	BRPF3
TBC1D22B	TBC1D22B
PIM1	PIM1
FGD2	FGD2
MTCH1	MTCH1
PI16	PI16
Q5F344_CHICK	C6ORF89
SRSF3	SRSF3
STK38	STK38
ETV7	ETV7
NFYA	NFYA
C6ORF130	OARD1
BAK1	BAK1
ITPR3	ITPR3
MNF1	MNF1
IP6K3	IP6K3
LEMD2	LEMD2
OPSB_ANOCA	RH2
GRM4	GRM4
HMGA1	HMGA1
SI:DKEY-226K3.4	AI413582
NUDT3	NUDT3
RPS10	RPS10
PACSIN1	PACSIN1
SPDEF	SPDEF
C6ORF106	C6ORF106
SNRPC	SNRPC
UHRF1BP1	UHRF1BP1
TAF11	TAF11
ANKS1A	ANKS1A
TCP11	TCP11
SCUBE3	SCUBE3
DEF6	DEF6
PPARD	PPARD
MKRN3	MKRN4
FANCE	FANCE
TREM2	TREM2
FOXP4	FOXP4
MDFI	MDFI
TFEB	TFEB
Q9PWK1_CHICK	PGC
FRS3	FRS3
PRICKLE4	PRICKLE4
TOMM6	TOMM6
USP49	USP49
MED20	MED20
BYSL	BYSL
TAF8	TAF8
C1ORF88	PIFO
CHIA	CHIA
BTG2	BTG2
FMOD	FMOD
PRELP	PRELP
OPTC	OPTC
ATP2B4	ATP2B4
ZC3H11A	ZC3H11A
SNRPE	SNRPE
SOX13	SOX13
ETNK2	ETNK2
REN	REN
GOLT1A	GOLT1A
PLEKHA6	PLEKHA6
PIK3C2B	PIK3C2B
MDM4	MDM4
LRRN2	LRRN2
NFASC	NFASC
CNTN2	CNTN2
TMEM81	TMEM81
RBBP5	RBBP5
DSTYK	DSTYK
TMCC2	TMCC2
NUAK2	NUAK2
KLHDC8A	KLHDC8A
CDK18	CDK18
MFSD4	MFSD4
ELK4	ELK4
SLC45A3	SLC45A3
NUCKS1	NUCKS1
RAB7L1	RAB7L1
SLC41A1	SLC41A1
PM20D1	PM20D1
SLC26A9	SLC26A9
RAB7B	RAB7B
AVPR1B	AVPR1B
FAM72B	FAM72A
PTPRO	PTPRO
EPS8	EPS8
STRAP	STRAP
DERA	DERA
SLC15A5	SLC15A5
MGST1	MGST1
LMO3	LMO3
FAM189A2	FAM189A2
APBA1	APBA1
PTAR1	PTAR1
C9ORF135	C9ORF135
MAMDC2	MAMDC2
NGFR	NGFR
PHB	PHB
PPP1R21	PPP1R21
Q5ZHS5_CHICK	FOXN2
FBXO11	FBXO11
MSH6	MSH6
KCNK12	KCNK12
MSH2	MSH2
TACSTD1	EPCAM
C20ORF3	APMAP
VSX1	VSX1
E1BQJ8_CHICK	ENTPD6
ABHD12	ABHD12
GINS1	GINS1
NINL	NINL
EIF4A3	EIF4A3
ATL2	ATL2
HNRPLL	HNRPLL
GALM	GALM
GEMIN6	GEMIN6
DHX57	DHX57
MORN2	MORN2
ARHGEF33	ARHGEF33
SOS1	SOS1
MAP4K3	MAP4K3
TMEM178.1	TMEM178A
THUMPD2	THUMPD2
SLC8A1	SLC8A1
MRPS5	MRPS5
MAL	MAL
MALL	MALL
NPHP1	NPHP1
SETD5	SETD5
PLXNB1	PLXNB1
CCDC51	CCDC51
GABBR1	GABBR1
RNF183	RNF183
CD300LB	CD300LF
C17ORF66	C17ORF66
XYLT2	XYLT2
MRPL27	MRPL27
EME1	EME1
CHRM1	CHRM1
DPF2	DPF2
CDC42EP2	CDC42EP2
POLA2	POLA2
YTHDC1	YTHDC1
PITRM1	PITRM1
AP5M1	AP5M1
EXOC5	EXOC5
APOH	APOH
CEP112	CEP112
AXIN2	AXIN2
RGS9	RGS9
GNA13	GNA13
AMZ2	AMZ2
IGDCC4	IGDCC4
DPP8	DPP8
PTPLAD1	PTPLAD1
CO044_CHICK	VWA9
DENND4A	DENND4A
RB11A_CHICK	RAB11A
MEGF11	MEGF11
DIS3L	DIS3L
TIPIN	TIPIN
Q5ZIF0_CHICK	MAP2K1
ZWILCH	ZWILCH
MAT2B	MAT2B
HMMR	HMMR
NUDCD2	NUDCD2
CCNG1	CCNG1
FAM188B	FAM188B
GHRHR	GHRHR
ADCYAP1R1	ADCYAP1R1
ATPBD4	ATPBD4
AQR	AQR
GJD2	GJD2
STXBP6	STXBP6
NOVA1	NOVA1
HIVEP1	HIVEP1
EDN1	EDN1
SCP2	SCP2
PODN	PODN
SLC1A7	SLC1A7
CPT2	CPT2
C1ORF123	C1ORF123
MGN_CHICK	MAGOHB
LRP8	LRP8
DMRTB1	DMRTB1
GLIS1	GLIS1
TMEM48	TMEM48
YIPF1	YIPF1
DIO1	DIO1
HSPB11	HSPB11
LRRC42	LRRC42
LDLRAD1	LDLRAD1
TMEM59	TMEM59
TCEANC2	TCEANC2
NP_001096265.1	CDCP2
CYB5RL	CYB5RL
MRPL37	MRPL37
SSBP3	SSBP3
ACOT11	ACOT11
FAM151A	FAM151A
TMEM205	TMEM205
TTC4	TTC4
HEATR8	HEATR8
PARS2	PARS2
TTC22	TTC22
C1ORF177	C1ORF177
DHCR24	DHCR24
TMEM61	TMEM61
BSND	BSND
PCSK9	PCSK9
USP24	USP24
LAMP5	LAMP5
PAK7	PAK7
GRM7	GRM7
LMCD1	LMCD1
C3ORF32	SSUH2
OXTR	OXTR
RAD18	RAD18
SRGAP3	SRGAP3
THUMPD3	THUMPD3
VHL	VHL
IRAK2	IRAK2
TATDN2	TATDN2
SEC13	SEC13
CAND2	CAND2
C3ORF25	EFCAB12
MBD4	MBD4
TULP3	TULP3
FOXM1	FOXM1
AC005841.1	ENSG00000206044
ITFG2	ITFG2
FKBP4	FKBP4
CRMP1	CRMP1
JAKMIP1	JAKMIP1
WFS1	WFS1
PPP2R2C	PPP2R2C
SH3BP2	SH3BP2
ADD1	ADD1
MFSD10	MFSD10
CDH9	CDH9
SERPINH1	SERPINH1
RPS3	RPS3
FCHSD2	FCHSD2
P2RY2	P2RY2
P2RY6	P2RY6
LIPE	LIPE
CNFN.1	CNFN
MEGF8	MEGF8
TMEM145	TMEM145
Q2F9A5_CHICK	TLR21
CD79A	CD79A
ARHGEF1	ARHGEF1
RABAC1	RABAC1
ATP1A3	ATP1A3
GRIK5	GRIK5
POU2F2	POU2F2
DEDD2	DEDD2
GSK3A	GSK3A
CIC	CIC
DMRTC2	DMRTC2
CHST15	CHST15
RRN3	RRN3
DEM1	EXO5
WSCD1	WSCD1
CBFA2T2	CBFA2T2
SNTA1	SNTA1
TOX2	TOX2
EDEM2	EDEM2
Q5ZKM6_CHICK	TRPC4AP
GSS	GSS
ACSS2	ACSS2
SOGA1	SOGA1
C20ORF118	C20ORF118
SAMHD1	SAMHD1
RBL1	RBL1
CHD6	CHD6
RALGAPB	RALGAPB
NDRG3	NDRG3
SLA2	SLA2
PHF20	PHF20
RBM39	RBM39
ROMO1	ROMO1
NFS1	NFS1
RBM12	RBM12
CPNE1	CPNE1
ERGIC3	ERGIC3
CEP250	CEP250
GDF5	GDF5
Q5ZIZ3_CHICK	UQCC
EIF6	EIF6
MMP24	MMP24
LZTR1	LZTR1
IPO9	IPO9
KDM5B	KDM5B
RABIF	RABIF
KLHL12	KLHL12
SHISA4	SHISA4
LMOD1	LMOD1
TIMM17A	TIMM17A
TMEM183A	TMEM183A
PPFIA4	PPFIA4
MYOG	MYOG
ADORA1	ADORA1
DENND2D	DENND2D
CEPT1	CEPT1
DRAM2	DRAM2
LRIF1	LRIF1
UBE2T	UBE2T
LGR6	LGR6
PTPN7	PTPN7
GPR37L1	GPR37L1
ELF3	ELF3
RNPEP	RNPEP
NAV1	NAV1
SYT2	SYT2
PPP1R12B	PPP1R12B
CSRP1	CSRP1
PHLDA3	PHLDA3
TNNI1	TNNI1
LAD1	LAD1
TNNT2	TNNT2
PKP1	PKP1
IGFN1	IGFN1
TMEM9	TMEM9
ISX	ISX
HMGXB4	HMGXB4
TOM1_CHICK	TOM1
HMOX1	HMOX1
MCM5	MCM5
RASD2	RASD2
MB	MB
RBFOX2	RBFOX2
MYH9	MYH9
TXN2	TXN2
FOXRED2	FOXRED2
EIF3D	EIF3D
CACNG2	CACNG2
IFT27	IFT27
PVALB	PVALB
NCF4	NCF4
CSF2RB	CSF2RB
C22ORF33	TEX33
TST	TST
MPST	MPST
KCTD17	KCTD17
TMPRSS6	TMPRSS6
IL2RB	IL2RB
SSTR3	SSTR3
RAC2	RAC2
CYTH4	CYTH4
ELFN2	ELFN2
MFNG	MFNG
CARD10	CARD10
CDC42EP1	CDC42EP1
GGA1	GGA1
SH3BP1	SH3BP1
PDXP	PDXP
LGALS1	LGALS1
NOL12.1	NOL12
TRIOBP	TRIOBP
H1F0	H1F0
GCAT	GCAT
GALR3	GALR3
EIF3L	EIF3L
MICALL1	MICALL1
C22ORF23	C22ORF23
POLR2F	POLR2F
PICK1	PICK1
SLC16A8	SLC16A8
BAIAP2L2	BAIAP2L2
PLA2G6	PLA2G6
MAFF	MAFF
TMEM184B	TMEM184B
CSNK1E	CSNK1E
KCNJ4	KCNJ4
KDELR3	KDELR3
DDX17	DDX17
DMC1	DMC1
RP1-199H16.5.1	FAM227A
CBY1	CBY1
TOMM22	TOMM22
JOSD1	JOSD1
GTPBP1	GTPBP1
SUN2	SUN2
DNAL4	DNAL4
CBX6	NPTXR
CBX7	CBX7
PDGFB	PDGFB
CALCRL	CALCRL
ZSWIM2	ZSWIM2
FAM171B	FAM171B
CRK_CHICK	CRK
F1NGW3_CHICK	YWHAE
MYO1C	MYO1C
INPP5K	INPP5K
SLC43A2	SLC43A2
SCARF1	SCARF1
RILP	RILP
PRPF8	PRPF8
TLCD2	TLCD2
WDR81	WDR81
SERPINF2	SERPINF2
SERPINF1	SERPINF1
SMYD4	SMYD4
RFA1_CHICK	RPA1
RTN4RL1	RTN4RL1
DPH1	DPH1
OVCA2	OVCA2
SMG6	SMG6
POLDIP2	POLDIP2
TMEM199	TMEM199
VTN	VTN
SARM1	SARM1
SLC13A2	SLC13A2
FOXN1	FOXN1
UNC119	UNC119
PIGS	PIGS
ALDOC	ALDOC
SPAG5	SPAG5
KIAA0100	KIAA0100
SDF2	SDF2
SUPT6H	SUPT6H
PROCA1	PROCA1
RAB34	RAB34
RPL23A	RPL23A
TLCD1	TLCD1
NEK8	NEK8
TRAF4A	TRAF4
C17ORF63	FAM222B
ERAL1	ERAL1
FLOT2	FLOT2
DHRS13	DHRS13
PHF12	PHF12
SEZ6	SEZ6
PIPOX	PIPOX
MYO18A	MYO18A
CRYBA1	CRYBA1
TAOK1	TAOK1
ABHD15	ABHD15
TP53I13	TP53I13
GIT1	GIT1
ANKRD13B	ANKRD13B
CORO6	CORO6
SSH2	SSH2
EFCAB5	EFCAB5
NSRP1	NSRP1
SLC6A4	SLC6A4
BLMH	BLMH
TMIGD1	TMIGD1
CPD	CPD
GOSR1	GOSR1
TUSC5	TUSC5
MYBL2	MYBL2
IFT52	IFT52
SGK2	SGK2
L3MBTL1	L3MBTL1
SRSF6	SRSF6
EPB41L1	EPB41L1
C20ORF4	AAR2
DLGAP4	DLGAP4
TGIF2	TGIF2
MYL9	MYL9
C20ORF24	C20ORF24
GGT7	GGT7
NCOA6	NCOA6
TP53INP2	TP53INP2
PARVA	PARVA
TEAD1	TEAD1
ARNTL	ARNTL
BTBD10	BTBD10
PTHY_CHICK	PTH
FAR1	FAR1
CYB5R2	CYB5R2
PPFIBP2	PPFIBP2
OLFML1	OLFML1
SYT9	SYT9
SPON1	SPON1
ALPK3	ALPK3
SLC28A1	SLC28A2
SHF	SHF
PARP6	PARP6
CELF6	CELF6
HEXA	HEXA
ARI1_XENTR	ARIH1
BBS4	BBS4
ADPGK	ADPGK
NEO1	NEO1
KIF23	KIF23
NPTN	NPTN
CD276	CD276
C15ORF59	C15ORF59
CCDC22	CCDC22
SYP	SYP
TREX2	TREX2
EMD	EMD
FAM107A	FAM107A
