mouse	eggnog
Casd1	CASD1
Cnksr3	CNKSR3
Nipsnap3b	NIPSNAP3A
Mmp13	MMP13
Fam3a	FAM3A
Ubl4a	UBL4A
Gdi1	GDI1
Sash1	SASH1
Gadd45b	GADD45B
Slamf1	SLAMF1
Endog	ENDOG
Cybb	CYBB
Xk	XK
Pcolce2	PCOLCE2
Cd48	CD48
Clpx	CLPX
Mov10l1	MOV10L1
Plxnd1	PLXND1
Cd83	CD83
Tmem27	TMEM27
Ctsg	CTSG
Gzmn	GZMN
Ager	AGER
Atf6b	ATF6B
Egfl8	EGFL8
Notch4	NOTCH4
Prrt1	PRRT1
Rnf5	RNF5
Fam163a	FAM163A
Hivep2	HIVEP2
2310057J18Rik	C6ORF58
Ctsk	CTSK
Ctss	CTSS
Mocs2	MOCS2
Lpl	LPL
Atp6v0e	ATP6V0E1
Nkx2-5	NKX2-5
Bnip1	BNIP1
Srf	SRF
Gata5	GATA5
Lama5	LAMA5
Steap1	STEAP1
Steap2	STEAP2
Pdzd11	PDZD11
Mrpl32	MRPL32
Acadsb	ACADSB
Setdb1	SETDB1
Anxa9	ANXA9
Prune1	PRUNE
Cers2	CERS2
Nlrp5	NLRP5
Capza2	CAPZA2
Plekho1	PLEKHO1
Vps45	VPS45
Prpf3	PRPF3
Aph1a	APH1A
Ppil4	PPIL4
Cnih1	CNIH
Med22	MED22
Surf1	SURF1
Bhmt2	BHMT2
Qdpr	QDPR
Sqstm1	SQSTM1
Rxrg	RXRG
Adamtsl4	ADAMTSL4
Cd5l	CD5L
Fam184b	FAM184B
Lcorl	LCORL
Hal	HAL
Lta4h	LTA4H
Amdhd1	AMDHD1
Rrbp1	RRBP1
H2afy	H2AFY
Gtf2ird2	GTF2IRD2
Bola1	BOLA1
Gatsl2	GATSL2
Ncf1	NCF1
Adss	ADSS
1700016C15Rik	C1ORF100
Il17rb	IL17RB
Actr8	ACTR8
Lrrc27	LRRC27
Stk32c	STK32C
Fnta	FNTA
Wasf3	WASF3
Plpp1	PPAP2A
Lbp	LBP
Fli1	FLI1
N4bp2l1	N4BP2L1
Tenm1	TENM1
Tmbim1	TMBIM1
Lamb3	LAMB3
Camk1g	CAMK1G
Hsd11b1	HSD11B1
Syt14	SYT14
Lonrf3	LONRF3
Atp5e	ATP5E
Nelfcd	TH1L
Tubb1	TUBB1
Ctsz	CTSZ
Slmo2	SLMO2
Sertad4	SERTAD4
Ube2a	UBE2A
Atp1b4	ATP1B4
Ppdpf	PPDPF
Kcnq2	KCNQ2
Srms	SRMS
Ptk6	PTK6
Mpped2	MPPED2
Nkap	NKAP
Pds5b	PDS5B
Ndufa1	NDUFA1
Ppfibp1	PPFIBP1
Cd34	CD34
Plgrkt	PLGRKT
Cd274	CD274
Mtif3	MTIF3
Lnx2	LNX2
Il19	IL19
Dyrk3	DYRK3
Mapkapk2	MAPKAPK2
Il10	IL10
Lamp2	LAMP2
Cul4a	CUL4A
Cul4b	CUL4B
Foxred2	FOXRED2
Phf21b	PHF21B
Myh9	MYH9
Ift27	IFT27
Ttll1	TTLL1
Ttll12	TTLL12
Bik	BIK
Scube1	SCUBE1
Serpinb1b	SERPINB1
Mrps18c	MRPS18C
Tmprss6	TMPRSS6
Kctd5	KCTD5
Pom121l2	POM121L2
Rbpjl	RBPJL
Sdc4	SDC4
Ccdc70	CCDC70
Krt24	KRT24
Krt42	KRT42
Rnd3	RND3
Brca1	BRCA1
Gast	GAST
Aoc3	AOC3
Coa3	COA3
Zpbp2	ZPBP2
Gsdma	GSDMA
Med24	MED24
Psmd3	PSMD3
Casc3	CASC3
Exosc10	EXOSC10
Glod4	GLOD4
Taok1	TAOK1
Dnttip1	DNTTIP1
Acot8	ACOT8
Cd300lg	CD300LG
Spint4	SPINT4
Pyy	PYY
Mpp2	MPP2
Ppy	PPY
Vtn	VTN
Traf4	TRAF4
Aldoc	ALDOC
Stac2	STAC2
Rpl19	RPL19
Nek8	NEK8
Cacnb1	CACNB1
Plxdc1	PLXDC1
Arl5b	ARL5B
Zfp207	ZNF207
Psmd11	PSMD11
Rbfox3	RBFOX3
Pipox	PIPOX
Cyba	CYBA
Timp2	TIMP2
Cant1	CANT1
Zc3h18	ZC3H18
Top2b	TOP2B
Igfbp4	IGFBP4
Suz12	SUZ12
Atad5	ATAD5
Krt27	KRT27
Krt12	KRT12
Krt20	KRT20
Tns4	TNS4
Tnfaip1	TNFAIP1
Rab11fip4	RAB11FIP4
Cd40	CD40
Slc35c2	SLC35C2
Wsb1	WSB1
Rhot1	RHOT1
Rhbdl3	RHBDL3
Rnf135	RNF135
Ada	ADA
Serinc3	SERINC3
Pgs1	PGS1
Trp53tg5	TP53TG5
Wfdc2	WFDC2
Etv4	ETV4
Dbndd2	DBNDD2
Mmp9	MMP9
Ghdc	GHDC
Slc12a7	SLC12A7
Ctsa	CTSA
Zswim1	ZSWIM1
Spata25	SPATA25
Crk	CRK
Mlx	MLX
Fam134c	FAM134C
Jph2	JPH2
Dhx58	DHX58
Rab5a	RAB5A
Hspb9	HSPB9
Nkiras2	NKIRAS2
Ift52	IFT52
Mybl2	MYBL2
Sgk2	SGK2
Zmynd8	ZMYND8
Gdap1l1	GDAP1L1
Hnf4a	HNF4A
Ptgis	PTGIS
Cadps2	CADPS2
Ddx27	DDX27
Rac3	RAC3
Rrp7a	RRP7A
Cyb5r3	CYB5R3
Ints2	INTS2
Csnk1d	CSNK1D
Mafk	MAFK
Pick1	PICK1
Med1	MED1
Stard3	STARD3
Mfng	MFNG
Vmp1	VMP1
Uchl5	UCHL5
Cdc73	CDC73
Stk4	STK4
Wfdc15b	WFDC15B
Pmp22	PMP22
Gdf9	GDF9
Tbx5	TBX5
Pld2	PLD2
Psmb6	PSMB6
Spag7	SPAG7
Pfn1	PFN1
Prpf8	PRPF8
Tomm34	TOMM34
Ywhab	YWHAB
Stk3	STK3
Ksr1	KSR1
Tnip1	TNIP1
Cep95	CEP95
Vezf1	VEZF1
Cuedc1	CUEDC1
Shroom1	SHROOM1
Sept4	SEPT4
Ggnbp2	GGNBP2
Mrm1	MRM1
Kansl1	KANSL1
Myo1b	MYO1B
Drg2	DRG2
Dhx40	DHX40
Ypel2	YPEL2
Akap1	AKAP1
Nol11	NOL11
Rpain	RPAIN
Nos2	NOS2
Kcnab3	KCNAB3
1700125H20Rik	C17ORF64
Appbp2	APPBP2
Wnt9b	WNT9B
Adora2b	ADORA2B
Ncor1	NCOR1
Trpv2	TRPV2
Cenpv	CENPV
Pcgf2	PCGF2
Cwc25	CWC25
Pip4k2b	PIP4K2B
Ybx2	YBX2
Asgr1	ASGR1
Dlg4	DLG4
Slc2a4	SLC2A4
Gabarap	GABARAP
Cldn7	CLDN7
Phf23	PHF23
Acadvl	ACADVL
G3bp1	G3BP1
Sparc	SPARC
Glra4	GLRA4
Mief2	SMCR7
Shmt1	SHMT1
Tbx3	TBX3
Pdlim4	PDLIM4
Mmp8	MMP8
Mmp7	MMP7
Dusp14	DUSP14
Tada2a	TADA2A
Ikzf1	IKZF1
Myl4	MYL4
Pnpo	PNPO
Cog1	COG1
Cbx1	CBX1
Copz2	COPZ2
Slc25a39	SLC25A39
Aatf	AATF
Lhx1	LHX1
Dync1h1	DYNC1H1
Cpsf4l	CPSF4L
Ap2b1	AP2B1
Pex12	PEX12
Ndel1	NDEL1
Slc25a35	SLC25A35
Myh10	MYH10
Mpdu1	MPDU1
Fxr2	FXR2
Atp5g3	ATP5G3
Cd68	CD68
Lsp1	LSP1
Avpi1	AVPI1
Sfrp5	SFRP5
Brsk2	BRSK2
Rad51d	RAD51D
Fndc8	FNDC8
Unc45b	UNC45B
Pank3	PANK3
Rars	RARS
Wwc1	WWC1
Otop3	OTOP3
Pnpla5	PNPLA5
Mrpl45	MRPL45
Mb	MB
Sept9	SEPT9
Irf1	IRF1
P4ha2	P4HA2
Alox12e	ALOX12E
Csf2	CSF2
Tm4sf5	TM4SF5
Cxcl16	CXCL16
Pelp1	PELP1
Med11	MED11
Alox15	ALOX15
Heatr9	C17ORF66
Ccl6	CCL6
Ccl4	CCL4
Natd1	C17ORF103
Map2k3	MAP2K3
Scml2	SCML2
Ywhah	YWHAH
Hoxb1	HOXB1
Sart3	SART3
Hnrnpd	HNRNPD
Gga3	GGA3
Slc35b4	SLC35B4
Use1	USE1
Dalrd3	DALRD3
Cryaa	CRYAA
Fis1	FIS1
Plod1	PLOD1
Strn4	STRN4
Mfsd3	MFSD3
Slc25a22	SLC25A22
Med8	MED8
Atp6ap1	ATP6AP1
Dnase1l1	DNASE1L1
Aldh3a1	ALDH3A1
Cd22	CD22
Aire	AIRE
Ccl9	CCL9
Scrn1	SCRN1
BC005537	C6ORF62
Bcl2l11	BCL2L11
Isyna1	ISYNA1
Hars2	HARS2
Cacng2	CACNG2
Tmem160	TMEM160
Rab5c	RAB5C
Mdh2	MDH2
Rnf145	RNF145
Atp6v1e1	ATP6V1E1
Dvl2	DVL2
Lhx9	LHX9
Mlh3	MLH3
Rps6kl1	RPS6KL1
Tecr	TECR
Ripk4	RIPK4
Map1s	MAP1S
Dpep1	DPEP1
Dsg4	DSG4
Tmem129	TMEM129
Nop9	NOP9
Rnf31	RNF31
Hsd17b1	HSD17B1
Psmc3ip	PSMC3IP
Grb7	GRB7
Noxo1	NOXO1
G6pc	G6PC
Psme3	PSME3
Zfp687	ZNF687
Gdpd2	GDPD2
D8Ertd738e	C19ORF53
Sec14l4	SEC14L4
Nrbp2	NRBP2
Cops3	COPS3
Gipc1	GIPC1
Plscr3	PLSCR3
Ptger1	PTGER1
Arhgef25	ARHGEF25
Xab2	XAB2
Cdc37	CDC37
Icam5	ICAM5
Trip10	TRIP10
Cd70	CD70
Cops6	COPS6
Ap4m1	AP4M1
Mknk1	MKNK1
Armc6	ARMC6
Rcn3	RCN3
Haus5	HAUS5
Arid3a	ARID3A
Pdk4	PDK4
Ubxn6	UBXN6
Mydgf	C19ORF10
Plin3	PLIN3
Cyb561	CYB561
Hoxd8	HOXD8
Sema6a	SEMA6A
Ccdc12	CCDC12
Plin5	PLIN5
Fmc1	C7ORF55
Mrpl24	MRPL24
Gle1	GLE1
Zfp451	ZNF451
L3hypdh	L3HYPDH
Calr3	CALR3
Leng1	LENG1
Polr2i	POLR2I
Iyd	IYD
Ccdc170	CCDC170
Vip	VIP
Fbxo5	FBXO5
Mtrf1l	MTRF1L
Rgs17	RGS17
Frk	FRK
Rwdd1	RWDD1
Clvs2	CLVS2
Hey2	HEY2
Hint3	HINT3
Trmt11	TRMT11
Katna1	KATNA1
Lrp11	LRP11
Sec63	SEC63
Nr2e1	NR2E1
Snx3	SNX3
Aig1	AIG1
Adat2	ADAT2
Pex3	PEX3
Ltv1	LTV1
Cep57l1	CEP57L1
Zc2hc1b	ZC2HC1B
Cd164	CD164
Smpd2	SMPD2
Mical1	MICAL1
Rab32	RAB32
Wasf1	WASF1
Ddo	DDO
Slc22a16	SLC22A16
Gtf3c6	GTF3C6
Rev3l	REV3L
Traf3ip2	TRAF3IP2
Tube1	TUBE1
Lama4	LAMA4
Popdc3	POPDC3
Tnfaip3	TNFAIP3
Perp	PERP
Arfgef3	KIAA1244
Hebp2	HEBP2
Abracl	ABRACL
Fam184a	FAM184A
Asf1a	ASF1A
Gopc	GOPC
Qrsl1	QRSL1
Nmbr	NMBR
Gje1	GJE1
Aim1	AIM1
Vta1	VTA1
Smpdl3a	SMPDL3A
Reep3	REEP3
Fabp7	FABP7
Serinc1	SERINC1
Echdc1	ECHDC1
Mgat4c	MGAT4C
Nts	NTS
Lrriq1	LRRIQ1
Ros1	ROS1
Ccdc59	CCDC59
Lin7a	LIN7A
Gprc6a	GPRC6A
Fam162b	FAM162B
Sim1	SIM1
Lims1	LIMS1
Zwint	ZWINT
Ube2d1	UBE2D1
Epyc	EPYC
Cdk1	CDK1
Rhobtb1	RHOBTB1
Slc17a8	SLC17A8
1700040L02Rik	C10ORF107
Arid5b	ARID5B
Atp2b1	ATP2B1
Actr6	ACTR6
Uhrf1bp1l	UHRF1BP1L
Dusp6	DUSP6
Tmpo	TMPO
Kitl	KITLG
Sgk1	SGK1
Ikbip	IKBIP
Hbs1l	HBS1L
Apaf1	APAF1
Myb	MYB
Med23	MED23
Arg1	ARG1
Nedd1	NEDD1
Pde7b	PDE7B
Enpp3	ENPP3
Ctgf	CTGF
Map7	MAP7
Stx7	STX7
Pex7	PEX7
Il20ra	IL20RA
Ifngr1	IFNGR1
Vnn3	VNN3
Eya3	EYA3
Cfap54	C12ORF55
Snrpf	SNRPF
Ntn4	NTN4
Fgd6	FGD6
Ndufa12	NDUFA12
Cep83	CCDC41
Nudt4	NUDT4
Nuak1	NUAK1
Tcp11l2	TCP11L2
Cry1	CRY1
Btbd11	BTBD11
Timp3	TIMP3
Hsp90b1	HSP90B1
Pah	PAH
Ascl1	ASCL1
Ccdc53	CCDC53
Dram1	DRAM1
Gnptab	GNPTAB
Chpt1	CHPT1
Slc5a8	SLC5A8
Sirt1	SIRT1
Herc4	HERC4
Hnrnph3	HNRNPH3
Ccar1	CCAR1
Ddx50	DDX50
Srgn	SRGN
Supv3l1	SUPV3L1
Hkdc1	HKDC1
Tacr2	TACR2
H2afy2	H2AFY2
Tysnd1	TYSND1
Sar1a	SAR1A
Ppa1	PPA1
Npffr1	NPFFR1
Eif4ebp2	EIF4EBP2
Pald1	PALD1
Pcbd1	PCBD1
Vsir	C10ORF54
Anapc16	ANAPC16
Ddit4	DDIT4
Dnajb12	DNAJB12
Micu1	MICU1
Cand1	CAND1
Tbk1	TBK1
Pno1	PNO1
Plek	PLEK
Srgap1	SRGAP1
Avpr1a	AVPR1A
Egfr	EGFR
Usp15	USP15
Tbc1d15	TBC1D15
Pcsk4	PCSK4
2310011J03Rik	C19ORF25
Rab21	RAB21
Thap2	THAP2
Apc2	APC2
Lgr5	LGR5
Rab1a	RAB1A
Gamt	GAMT
Ndufs7	NDUFS7
Kcnmb1	KCNMB1
Mum1	MUM1
Gabrp	GABRP
Uqcr11	UQCR11
Cnot2	CNOT2
Rab3ip	RAB3IP
Tcf3	TCF3
Best3	BEST3
Frs2	FRS2
Yeats4	YEATS4
Atp8b3	ATP8B3
Rab36	RAB36
Snrpd3	SNRPD3
Cpm	CPM
Lrrtm1	LRRTM1
Mdm2	MDM2
4930415F15Rik	C7ORF72
Osbpl5	OSBPL5
Zpbp	ZPBP
Ap3d1	AP3D1
Glipr1l2	GLIPR1L2
Jsrp1	JSRP1
Mdm1	MDM1
Wif1	WIF1
Timm13	TIMM13
Vps13d	VPS13D
Llph	LLPH
Tmbim4	TMBIM4
Irak3	IRAK3
Helb	HELB
Prmt2	PRMT2
Hmg20b	HMG20B
4930404N11Rik	C19ORF71
Fzr1	FZR1
Nfic	NFIC
Ncln	NCLN
Hcfc2	HCFC2
Txnrd1	TXNRD1
Glt8d2	GLT8D2
D10Wsu102e	C12ORF45
Wdr82	WDR82
Pofut2	POFUT2
Adarb1	ADARB1
Aldh1l2	ALDH1L2
Slc36a1	SLC36A1
Appl2	APPL2
Slc36a3	SLC36A3
Hint1	HINT1
Fgf18	FGF18
Smim23	C5ORF50
Papolg	PAPOLG
Il9r	IL9R
Pus10	PUS10
Pfkl	PFKL
Pex13	PEX13
Rhbdf1	RHBDF1
1700093K21Rik	C2ORF74
Mpg	MPG
Ahsa2	AHSA2
Nprl3	NPRL3
Hba-x	HBZ
Nsg2	HMP19
Cpeb4	CPEB4
Stc2	STC2
Gzmm	GZMM
Cdc34	CDC34
Asb3	ASB3
Tpgs1	TPGS1
Chac2	CHAC2
Madcam1	MADCAM1
Cct4	CCT4
Shc2	SHC2
Theg	THEG
Wdpcp	WDPCP
Prss57	PRSS57
Fstl3	FSTL3
Ccng1	CCNG1
Fgf22	FGF22
Nudcd2	NUDCD2
Hmmr	HMMR
Polrmt	POLRMT
Slc22a4	SLC22A4
Flt4	FLT4
Phykpl	AGXT2L2
Gfpt2	GFPT2
Hspa4	HSPA4
Mapk9	MAPK9
Canx	CANX
Rack1	GNB2L1
Rufy1	RUFY1
3010026O09Rik	C5ORF45
Rad50	RAD50
Il13	IL13
Jade2	PHF15
Kremen1	KREMEN1
Itk	ITK
Fabp6	FABP6
Vdac1	VDAC1
Upp1	UPP1
Nipal4	NIPAL4
Slu7	SLU7
Hus1	HUS1
Pttg1	PTTG1
Hormad2	HORMAD2
Btg2	BTG2
Tns3	TNS3
Gatsl3	GATSL3
Igfbp3	IGFBP3
Gabra6	GABRA6
Igfbp1	IGFBP1
Pes1	PES1
Adcy1	ADCY1
Tcn2	TCN2
4921536K21Rik	C5ORF52
Arf5	ARF5
Smtn	SMTN
2310033P09Rik	C1ORF35
Obscn	OBSCN
Eif4enif1	EIF4ENIF1
Drg1	DRG1
Mtif2	MTIF2
Clhc1	CLHC1
Cfap36	CCDC104
Smek2	SMEK2
Pnpt1	PNPT1
Efemp1	EFEMP1
Polm	POLM
Pgam2	PGAM2
Dbnl	DBNL
Dynll2	DYNLL2
Ccdc117	CCDC117
Mpo	MPO
Btnl10	BTNL10
Ska2	SKA2
Smg8	SMG8
Gdpd1	GDPD1
Mrpl22	MRPL22
Tubd1	TUBD1
Cnot8	CNOT8
Sap30l	SAP30L
Rnft1	RNFT1
Mfap3	MFAP3
Fam114a2	FAM114A2
Ppm1d	PPM1D
Myo19	MYO19
Acaca	ACACA
Srebf1	SREBF1
Tom1l1	TOM1L1
Cox11	COX11
Lrrc72	LRRC72
Bzw2	BZW2
Stxbp4	STXBP4
Pctp	PCTP
Twistnb	TWISTNB
Efcab10	EFCAB10
Atp6v1c2	ATP6V1C2
Sypl	SYPL1
Nampt	NAMPT
Tspan13	TSPAN13
Agr2	AGR2
Matn3	MATN3
Rock2	ROCK2
E2f6	E2F6
Laptm4a	LAPTM4A
Sdc1	SDC1
Pum2	PUM2
Rgs9	RGS9
Trib2	TRIB2
Fam84a	FAM84A
Hs1bp3	HS1BP3
Arsg	ARSG
Amz2	AMZ2
Gna13	GNA13
Smc6	SMC6
Fam20a	FAM20A
Nrcam	NRCAM
Rdh14	RDH14
Abca8b	ABCA8
Map2k6	MAP2K6
Trappc12	TRAPPC12
Adi1	ADI1
Klhl29	KLHL29
Rnaseh1	RNASEH1
Ubxn2a	UBXN2A
Dcdc2c	DCDC2C
Fkbp1b	FKBP1B
Allc	ALLC
Pfn4	PFN4
Cmpk2	CMPK2
Rsad2	RSAD2
Rnf144a	RNF144A
Id2	ID2
Dus4l	DUS4L
Bcap29	BCAP29
Rrm2	RRM2
Cenpo	CENPO
Klf11	KLF11
Adcy3	ADCY3
Grhl1	GRHL1
Dnajc27	DNAJC27
Pomc	POMC
Dnmt3a	DNMT3A
Sh3yl1	SH3YL1
Kif3c	KIF3C
Rab10	RAB10
Sntg2	SNTG2
Tpo	TPO
Myt1l	MYT1L
Ccl7	CCL7
Hnf1b	HNF1B
Taf15	TAF15
Mmp28	MMP28
Rasl10b	RASL10B
Itgb3	ITGB3
Mettl2	METTL2A
Rffl	RFFL
Mrc2	MRC2
Lig3	LIG3
Cct6b	CCT6B
Ccl1	CCL1
Asic2	ASIC2
Ddx42	DDX42
Ftsj3	FTSJ3
Psmc5	PSMC5
Adap2	ADAP2
Smarcd2	SMARCD2
Scn4a	SCN4A
Polg2	POLG2
Ddx5	DDX5
Psmd12	PSMD12
Cacng1	CACNG1
Cacng4	CACNG4
Gprc5c	GPRC5C
Rab37	RAB37
Slc9a3r1	SLC9A3R1
Fdxr	FDXR
Nt5c	NT5C
Hn1	HN1
Nup85	NUP85
Mif4gd	MIF4GD
Slc25a19	SLC25A19
Grb2	GRB2
Recql5	RECQL5
Itgb4	ITGB4
Galk1	GALK1
Unk	UNK
Aspa	ASPA
Trim47	TRIM47
Ten1	TEN1
Srp68	SRP68
Tsen54	TSEN54
Ncbp3	C17ORF85
P2rx1	P2RX1
Atp2a3	ATP2A3
Exoc7	EXOC7
Ube2g1	UBE2G1
Spns3	SPNS3
Tekt1	TEKT1
Med31	MED31
Txndc17	TXNDC17
Aanat	AANAT
Slc13a5	SLC13A5
Fam64a	FAM64A
Cygb	CYGB
Wscd1	WSCD1
Mxra7	MXRA7
Mfsd11	MFSD11
Sec14l1	SEC14L1
Vmo1	VMO1
0610010K14Rik	C17ORF49
Eral1	ERAL1
Dhrs13	DHRS13
Coro6	CORO6
Slc6a4	SLC6A4
Blmh	BLMH
Cpd	CPD
Timm22	TIMM22
Nxn	NXN
Rflnb	FAM101B
Rph3al	RPH3AL
Doc2b	DOC2B
Nme1	NME1
Luc7l3	LUC7L3
Ankrd40	ANKRD40
Abcc3	ABCC3
Cacna1g	CACNA1G
Lrrc59	LRRC59
Dlx4	DLX4
Tac4	TAC4
Slc35b1	SLC35B1
Snx11	SNX11
Scrn2	SCRN2
Lrrc46	LRRC46
Gucy2e	GUCY2D
Alox8	ALOX15B
Aloxe3	ALOXE3
Per1	PER1
Vamp2	VAMP2
Aurkb	AURKB
Ctc1	CTC1
Pfas	PFAS
Pik3r5	PIK3R5
Ntn1	NTN1
Stx8	STX8
Cfap52	WDR16
Usp43	USP43
Glp2r	GLP2R
Rcvrn	RCVRN
Tmem101	TMEM101
Lsm12	LSM12
Higd1b	HIGD1B
Eftud2	EFTUD2
Ccdc103	CCDC103
Kif18b	KIF18B
Dcakd	DCAKD
Nmt1	NMT1
Map3k14	MAP3K14
Lyzl6	LYZL6
Gosr2	GOSR2
Klhl28	KLHL28
Fkbp3	FKBP3
Foxg1	FOXG1
Scfd1	SCFD1
Ap4s1	AP4S1
Dtd2	DTD2
Tshr	TSHR
Sel1l	SEL1L
Dnaaf2	DNAAF2
Pole2	POLE2
Klhdc2	KLHDC2
Nemf	NEMF
L2hgdh	L2HGDH
Atp5s	ATP5S
Sec23a	SEC23A
Cdkl1	CDKL1
Gemin2	GEMIN2
Trappc6b	TRAPPC6B
Pnn	PNN
Galc	GALC
Zc3h14	ZC3H14
Polr2h	POLR2H
Ppp2r3c	PPP2R3C
1110008L16Rik	KIAA0391
Nfkbia	NFKBIA
Mbip	MBIP
Ngb	NGB
Noxred1	NOXRED1
Sptlc2	SPTLC2
Ahsa1	AHSA1
Vipas39	VIPAS39
Snw1	SNW1
Nova1	NOVA1
Mthfd1	MTHFD1
Ppp2r5e	PPP2R5E
Sgpp1	SGPP1
Tex21	TEX21
Sptb	SPTB
Rab15	RAB15
Atl1	ATL1
Sav1	SAV1
Nin	NIN
Tmx1	TMX1
Actr10	ACTR10
Tomm20l	TOMM20L
Timm9	TIMM9
Ccdc175	CCDC175
Serpina5	SERPINA5
Rtn1	RTN1
Serpina3n	SERPINA3N
Dhrs7	DHRS7
Gsc	GSC
Ppm1a	PPM1A
Six6	SIX6
Glrx5	GLRX5
Mnat1	MNAT1
Prkch	PRKCH
Hif1a	HIF1A
Snapc1	SNAPC1
Atp6v1d	ATP6V1D
Vrk1	VRK1
Plek2	PLEK2
Zfyve26	ZFYVE26
Rdh12	RDH12
Arg2	ARG2
Zfp36l1	ZFP36L1
Galnt16	GALNTL1
Smoc1	SMOC1
Pcnx	PCNX
Wdr37	WDR37
Gtpbp4	GTPBP4
Cdca7l	CDCA7L
Tdp1	TDP1
Nrde2	NRDE2
Fbln5	FBLN5
Trip11	TRIP11
Atxn3	ATXN3
Lgmn	LGMN
Golga5	GOLGA5
Chga	CHGA
Pitrm1	PITRM1
Pfkp	PFKP
Asb2	ASB2
Otub2	OTUB2
Ppp4r4	PPP4R4
Tubal3	TUBAL3
Tshz3	TSHZ3
Dcaf4	DCAF4
Papln	PAPLN
Numb	NUMB
Acot4	ACOT4
Acot3	ACOT3
Fam161b	FAM161B
Coq6	COQ6
Entpd5	ENTPD5
Vsx2	VSX2
Abcd4	ABCD4
Isca2	ISCA2
Npc2	NPC2
Fcf1	FCF1
Ylpm1	YLPM1
Fos	FOS
0610007P14Rik	C14ORF1
Esrrb	ESRRB
Vash1	VASH1
Angel1	ANGEL1
Cyp46a1	CYP46A1
Hhipl1	HHIPL1
Evl	EVL
Degs2	DEGS2
Yy1	YY1
Slc25a29	SLC25A29
Hsp90aa1	HSP90AA1
Traf3	TRAF3
Amn	AMN
Zfyve21	ZFYVE21
Xrcc3	XRCC3
2010107E04Rik	C14ORF2
Adssl1	ADSSL1
Gpr132	GPR132
Gng4	GNG4
Gpr137b	GPR137B
Ryr2	RYR2
Aoah	AOAH
Trim27	TRIM27
Slc17a4	SLC17A4
Scgn	SCGN
Mrs2	MRS2
Gpld1	GPLD1
Irf4	IRF4
Exoc2	EXOC2
Tmem14c	TMEM14C
Gcm2	GCM2
Mak	MAK
Elovl2	ELOVL2
Nedd9	NEDD9
Edn1	EDN1
Tbc1d7	TBC1D7
Mcur1	CCDC90A
Cap2	CAP2
Nup153	NUP153
Tpmt	TPMT
Dek	DEK
Id4	ID4
Barx1	BARX1
Susd3	SUSD3
Ippk	IPPK
Cenpp	CENPP
Aspn	ASPN
Nol8	NOL8
Nxnl2	NXNL2
Wrnip1	WRNIP1
Nqo2	NQO2
Ripk1	RIPK1
Pxdc1	PXDC1
Fam217a	FAM217A
Eci2	ECI2
Fars2	FARS2
Ly86	LY86
Ssr1	SSR1
Riok1	RIOK1
Slc35b3	SLC35B3
Shc3	SHC3
Sema4d	SEMA4D
Gadd45g	GADD45G
Fbp2	FBP2
2010111I01Rik	C9ORF3
Auh	AUH
Ror2	ROR2
Sptlc1	SPTLC1
Ptch1	PTCH1
Msx2	MSX2
Ercc6l2	ERCC6L2
Habp4	HABP4
Sfxn1	SFXN1
Drd1	DRD1
Ctsl	CTSL2
Zfp346	ZNF346
Aaed1	AAED1
Cdk20	CDK20
Lman2	LMAN2
Mxd3	MXD3
Prelid1	PRELID1
F12	F12
Dbn1	DBN1
Ddx41	DDX41
Fam193b	FAM193B
Pcbd2	PCBD2
Txndc15	TXNDC15
Catsper3	CATSPER3
Caml	CAMLG
Pitx1	PITX1
Cxcl14	CXCL14
Slc25a48	SLC25A48
Ptdss1	PTDSS1
Mterf3	MTERFD1
Uqcrb	UQCRB
1700001L19Rik	C5ORF49
Cetn3	CETN3
Adcy2	ADCY2
Il9	IL9
Trpc7	TRPC7
Ccnh	CCNH
2210016F16Rik	C9ORF64
Slc28a3	SLC28A3
Naa35	NAA35
Golm1	GOLM1
Agtpbp1	AGTPBP1
Slc6a19	SLC6A19
Nkd2	NKD2
Trip13	TRIP13
Tppp	TPPP
Ahrr	AHRR
Pdcd6	PDCD6
Sdha	SDHA
Ccdc127	CCDC127
Lrrc14b	LRRC14B
Rhobtb3	RHOBTB3
Spata9	SPATA9
Glrx	GLRX
Nsun2	NSUN2
Med10	MED10
Irx4	IRX4
Ndufs6	NDUFS6
Mrpl36	MRPL36
Lpcat1	LPCAT1
Slc6a3	SLC6A3
Clptm1l	CLPTM1L
Tert	TERT
Slc6a18	SLC6A18
Hapln1	HAPLN1
Xrcc4	XRCC4
Atg10	ATG10
Acot12	ACOT12
Zcchc9	ZCCHC9
Ckmt2	CKMT2
Cd180	CD180
Rad17	RAD17
Marveld2	MARVELD2
Ocln	OCLN
Serf1	SERF1A
Smn1	SMN1
Mccc2	MCCC2
Cartpt	CARTPT
Ptcd2	PTCD2
Btf3	BTF3
Ankra2	ANKRA2
Hexb	HEXB
Gfm2	GFM2
Polk	POLK
Hmgcr	HMGCR
F2rl2	F2RL2
F2rl1	F2RL1
S100z	S100Z
Aggf1	AGGF1
Otp	OTP
Ap3b1	AP3B1
Scamp1	SCAMP1
Dimt1	DIMT1
Kif2a	KIF2A
Elovl7	ELOVL7
Plk2	PLK2
Thbs4	THBS4
Zfyve16	ZFYVE16
Dhfr	DHFR
Msh3	MSH3
Erbin	ERBB2IP
Trappc13	C5ORF44
Trim23	TRIM23
Ppwd1	PPWD1
Cenpk	CENPK
