pleurodeles	eggnog
PLEKHM1	PLEKHM1
STAU1	STAU1
MTMR11	MTMR11
DNAJC18	DNAJC18
ATP5C1	ATP5C1
SLC15A2	SLC15A2
HEPHL1	HEPHL1
IPO8	IPO8
HEBP1	HEBP1
CD3EAP	CD3EAP
HMGCR	HMGCR
CD86	CD86
THSD4	THSD4
SIK1	SIK1
PUM2	PUM2
MPP7	MPP7
PPFIBP2	PPFIBP2
RP2	RP2
THOC2	THOC2
HLTF	HLTF
SRGAP1	SRGAP1
C17orf75	C17orf75
SLTM	SLTM
RPAP1	RPAP1
FER	FER
PI4KA	PI4KA
TMEM127	TMEM127
EXOC5	EXOC5
LRRC8B	LRRC8B
PSMD9	PSMD9
SMAD4	SMAD4
PER1	PER1
NELL2	NELL2
CTSF	CTSF
GGA1	GGA1
ELMSAN1	ELMSAN1
ARHGAP35	ARHGAP35
XRCC2	XRCC2
ZMIZ2	ZMIZ2
SLC17A7	SLC17A7
PPP3CC	PPP3CC
PLEKHA6	PLEKHA6
NRIP3	NRIP3
GPM6B	GPM6B
ABCC1	ABCC1
AFG3L2	AFG3L2
B4GALT3	B4GALT3
ABTB2	ABTB2
GAS2L1	GAS2L1
SP3	SP3
MYO9A	MYO9A
ZBED6	ZBED6
ZC3H3	ZC3H3
FKBP10	FKBP10
PIK3R2	PIK3R2
HEATR2	HEATR2
FZD2	FZD2
PRKCE	PRKCE
TRIM32	TRIM32
FUNDC2	FUNDC2
RIMS4	RIMS4
BTBD10	BTBD10
ANKRD66	ANKRD66
ESPL1	ESPL1
PRKG1	PRKG1
NIPBL	NIPBL
DENND4A	DENND4A
UCK1	UCK1
HDGF	HDGF
TXNDC11	TXNDC11
JMJD6	JMJD6
SOX8	SOX8
LRRC34	LRRC34
PDPR	PDPR
RHBG	RHBG
FAM169A	FAM169A
SUPT6H	SUPT6H
PTPRE	PTPRE
RNF214	RNF214
GDPD5	GDPD5
CELF3	CELF3
WNT5A	WNT5A
MKL2	MKL2
SNX32	SNX32
CDH11	CDH11
IL1RAPL1	IL1RAPL1
NR2C1	NR2C1
ABCC8	ABCC8
C15orf59	C15orf59
PKD1	PKD1
FAM208A	FAM208A
PPP2R5A	PPP2R5A
SH3KBP1	SH3KBP1
INPP4B	INPP4B
PTPN22	PTPN22
DYRK1A	DYRK1A
FAM131A	FAM131A
FGF14	FGF14
LASP1	LASP1
CDC42BPB	CDC42BPB
ALDH3A2	ALDH3A2
SKIV2L	skiv2l
ERAL1	ERAL1
44256	1-Mar
NBEA	NBEA
PCSK9	PCSK9
PITPNM2	PITPNM2
MFSD2A	MFSD2A
NLGN4X	NLGN4X
DVL2	DVL2
ADCYAP1R1	ADCYAP1R1
LAMA4	LAMA4
NKIRAS2	NKIRAS2
AGTPBP1	AGTPBP1
FAM107B	FAM107B
LRIG2	LRIG2
TANC1	TANC1
ATXN7	ATXN7
PVRL3	PVRL3
P4HTM	P4HTM
GIN1	GIN1
ATXN7L3	ATXN7L3
UGGT2	UGGT2
GRID2	GRID2
KIRREL3	KIRREL3
KLHL35	KLHL35
PPP2R3B	PPP2R3B
WBSCR27	WBSCR27
RAB26	RAB26
FUCA1	FUCA1
CLSPN	CLSPN
C10orf76	C10orf76
SLC17A6	SLC17A6
LRP3	LRP3
PTP4A2	PTP4A2
KLHL14	KLHL14
MIB2	MIB2
KIT	KIT
CNTNAP2	CNTNAP2
LMTK2	LMTK2
TMEM245	TMEM245
SPIN1	SPIN1
TOP2A	TOP2A
CENPK	CENPK
SH2B1	SH2B1
PIGA	PIGA
ZFYVE26	ZFYVE26
PIKFYVE	PIKFYVE
GMEB2	GMEB2
ANKRD28	ANKRD28
GABRA2	GABRA2
MAP3K1	MAP3K1
MBLAC2	MBLAC2
C14orf169	C14orf169
RALGAPA2	RALGAPA2
HELB	HELB
AGRN	AGRN
GYG2	GYG2
GRID2IP	GRID2IP
SCYL3	SCYL3
THBS1	THBS1
CPNE4	CPNE4
PRLR	PRLR
DAPK3	DAPK3
TRIB2	TRIB2
PDCD5	PDCD5
KIAA1456	KIAA1456
NOTCH1	NOTCH1
C5orf22	C5orf22
RBMS1	RBMS1
PPP1R3B	PPP1R3B
FAM65B	FAM65B
THRAP3	THRAP3
CAPS2	CAPS2
PDE8A	PDE8A
KIAA0513	KIAA0513
MBNL1	MBNL1
VWA3A	VWA3A
MREG	MREG
MPI	MPI
KCNT2	KCNT2
CAMK2A	CAMK2A
SART1	SART1
KCNC1	KCNC1
FOXO1	FOXO1
MFSD6	MFSD6
KCNN3	KCNN3
EML5	EML5
LRFN5	LRFN5
CNTN5	CNTN5
MAGI1	MAGI1
MAPK4	MAPK4
CLIP4	CLIP4
FAM149A	FAM149A
NCOR2	NCOR2
MRE11A	MRE11A
METRN	METRN
RANBP9	RANBP9
TOP1	TOP1
CTTNBP2	CTTNBP2
RFWD3	RFWD3
rnf130	rnf130
THOP1	THOP1
DNAH2	DNAH2
FGFR1	FGFR1
SLC25A39	SLC25A39
HDAC11	HDAC11
acss2	acss2
CDH18	CDH18
LURAP1	LURAP1
IPO13	IPO13
SMG8	SMG8
VPS53	VPS53
PTCH2	PTCH2
MCOLN1	MCOLN1
WTAP	WTAP
TBC1D9	TBC1D9
CSNK1G2	CSNK1G2
RGS16	RGS16
CCAR1	CCAR1
GPR144	GPR144
FAM228B	FAM228B
CDH24	CDH24
MDN1	MDN1
OSBPL5	OSBPL5
TMEM43	TMEM43
RTCB	RTCB
ST6GALNAC6	ST6GALNAC6
IDE	IDE
C1QB	C1QB
BIN1	BIN1
ADK	ADK
BRD2	BRD2
RBM10	RBM10
CLOCK	CLOCK
RNF38	RNF38
TTC28	TTC28
LIG4	LIG4
VGF	VGF
ENSA	ENSA
LHFPL3	LHFPL3
AP1S2	AP1S2
ZNF783	ZNF783
AKAP13	AKAP13
RGS3	RGS3
UHRF2	UHRF2
NOS1	NOS1
NRF1	NRF1
SLC16A7	SLC16A7
VAMP4	VAMP4
TULP3	TULP3
ARHGEF18	ARHGEF18
TBC1D23	TBC1D23
CEP350	CEP350
ELOVL6	ELOVL6
TAX1BP1	TAX1BP1
CHST1	CHST1
SMAD9	SMAD9
BAIAP2	BAIAP2
LEMD2	LEMD2
BTBD6	BTBD6
ANKIB1	ANKIB1
NRG3	NRG3
AKAP8	AKAP8
RYR1	RYR1
YKT6	YKT6
SLC25A32	SLC25A32
GIT1	GIT1
ST3GAL2	ST3GAL2
SHISA8	SHISA8
CC2D1B	CC2D1B
RIN1	RIN1
MOSPD3	MOSPD3
RPS6KA5	RPS6KA5
FAM91A1	FAM91A1
MSH3	MSH3
CERK	CERK
GABBR1	GABBR1
HCN4	HCN4
PRKAR1B	PRKAR1B
ZNF281	ZNF281
RNF26	RNF26
SEC24C	SEC24C
RPH3A	RPH3A
COCH	COCH
XPOT	XPOT
TAF1	TAF1
ZNF618	ZNF618
SYT12	SYT12
AVEN	AVEN
DHTKD1	DHTKD1
PLEKHA5	PLEKHA5
SLC37A4	SLC37A4
MUTYH	MUTYH
MARK2	MARK2
LIMCH1	LIMCH1
ACVR2A	ACVR2A
FAM102B	FAM102B
CCNJ	CCNJ
TBC1D12	TBC1D12
ERP29	ERP29
JAKMIP3	JAKMIP3
BCL10	BCL10
RLIM	RLIM
ACO1	ACO1
RUNDC3B	RUNDC3B
CPEB3	CPEB3
VPS52	VPS52
OTOGL	OTOGL
EPHX1	EPHX1
PROM1	PROM1
PGAP3	PGAP3
IL17D	IL17D
PTPRU	PTPRU
EPHB1	EPHB1
BAIAP3	BAIAP3
EIF2AK3	EIF2AK3
CRKL	CRKL
PPM1F	PPM1F
DNA2	DNA2
ARHGEF19	ARHGEF19
PPAP2C	PPAP2C
ZNF212	ZNF212
RHOT2	RHOT2
MDFIC	MDFIC
IPO9	IPO9
SMYD5	SMYD5
DGCR8	DGCR8
PPP1R3E	PPP1R3E
HACE1	HACE1
SUPT16H	SUPT16H
UBP1	UBP1
SCN2B	SCN2B
IL17RA	IL17RA
SH3BP5	SH3BP5
DAB2IP	DAB2IP
CANX	CANX
DCK	DCK
NDST1	NDST1
ATL1	ATL1
PDE7A	PDE7A
B3GALT6	B3GALT6
MGAT3	MGAT3
PPT1	PPT1
NT5DC4	NT5DC4
GAA	GAA
CHSY3	CHSY3
WBP2NL	wbp2nl
SLC38A10	SLC38A10
C11orf96	C11orf96
CFLAR	CFLAR
LTBP1	LTBP1
CENPV	CENPV
LAMB1	LAMB1
GRID1	GRID1
KDM5B	KDM5B
DCN	DCN
TRIM67	TRIM67
ZMYM4	ZMYM4
TMEM150A	TMEM150A
MAP2K2	MAP2K2
KIF21A	KIF21A
NOX4	NOX4
NUP188	NUP188
C19orf26	C19orf26
FGF11	FGF11
DSC2	DSC2
GBF1	GBF1
PRPF4B	PRPF4B
RPS6KA1	RPS6KA1
PRODH	PRODH
RBFA	RBFA
SLC26A5	SLC26A5
LRRC4C	LRRC4C
ABHD17A	ABHD17A
TENM4	TENM4
TPR	TPR
RALGPS2	RALGPS2
RPRD1A	RPRD1A
GGA3	GGA3
ERBB2IP	ERBB2IP
KIDINS220	KIDINS220
KIF5A	KIF5A
MAP3K2	MAP3K2
GRB2	GRB2
SUN1	SUN1
COG4	COG4
FAM167A	FAM167A
FOXN2	FOXN2
SLC1A1	SLC1A1
PPM1A	PPM1A
ILDR2	ILDR2
RHBDD3	RHBDD3
PICALM	PICALM
KCNA5	KCNA5
RUNX1T1	RUNX1T1
JPH1	JPH1
ITPK1	ITPK1
WDR11	WDR11
PPP1R16B	PPP1R16B
IMPACT	IMPACT
BMP1	BMP1
LCORL	LCORL
ACO2	ACO2
LMBR1	LMBR1
NTRK2	NTRK2
NUP93	NUP93
CACNA1A	CACNA1A
TOMM70A	TOMM70A
LMTK3	LMTK3
FLI1	FLI1
ATG2A	ATG2A
EPHA4	EPHA4
PFKL	PFKL
RAB3GAP1	RAB3GAP1
MED23	MED23
HNRNPA2B1	HNRNPA2B1
ina	ina
RAB5B	RAB5B
MAPK12	MAPK12
BCAT1	BCAT1
PALD1	PALD1
LRRC73	LRRC73
RPF2	RPF2
FKTN	FKTN
ZBTB44	ZBTB44
KLHDC3	KLHDC3
PDS5A	PDS5A
SPECC1L	SPECC1L
HAUS4	HAUS4
NDRG2	NDRG2
B3GNT5	B3GNT5
RIC3	RIC3
DPP9	DPP9
SHB	SHB
KCTD13	KCTD13
ABCA5	ABCA5
NTNG1	NTNG1
KIAA1191	KIAA1191
TRAK1	TRAK1
PAK3	PAK3
KLF9	KLF9
SGIP1	SGIP1
SLK	SLK
KIAA2013	KIAA2013
COL4A3BP	COL4A3BP
HIF3A	HIF3A
MEGF8	MEGF8
OLFML2A	OLFML2A
SECISBP2L	SECISBP2L
MAP6	MAP6
KIAA1324L	KIAA1324L
CENPJ	CENPJ
AGL	AGL
COL1A2	COL1A2
TMEM125	TMEM125
SLC12A2	SLC12A2
ADAM17	ADAM17
ZFR	ZFR
PDCD7	PDCD7
METTL2A	METTL2A
AAMDC	AAMDC
OGDH	OGDH
SLC35A4	SLC35A4
GHSR	GHSR
ARHGEF12	ARHGEF12
EMC1	EMC1
CDH7	CDH7
UBE2O	UBE2O
ABCC10	ABCC10
UGGT1	UGGT1
PEX19	PEX19
SEZ6L2	SEZ6L2
ROR2	ROR2
SERPINE2	SERPINE2
SCIN	SCIN
MAP3K5	MAP3K5
TRPC4	TRPC4
PSD4	PSD4
RMDN1	RMDN1
TYRO3	TYRO3
KIAA0319L	KIAA0319L
ALDH1L1	ALDH1L1
RABGAP1L	RABGAP1L
SPHKAP	SPHKAP
CADM3	CADM3
PIP5K1B	PIP5K1B
CPNE8	CPNE8
LAMC1	LAMC1
NPAT	NPAT
EIF4G3	EIF4G3
PBRM1	PBRM1
DST	DST
FAM178A	FAM178A
ZRANB2	ZRANB2
DPM1	DPM1
PDS5B	PDS5B
PBX4	PBX4
SLC25A28	SLC25A28
TK2	TK2
C5orf28	C5orf28
KCTD8	KCTD8
HUNK	HUNK
KCNQ5	KCNQ5
PPM1D	PPM1D
TAPT1	TAPT1
MCF2L2	MCF2L2
RBCK1	RBCK1
FRYL	FRYL
SPTBN4	SPTBN4
PHLDA1	PHLDA1
VAT1L	VAT1L
IQGAP2	IQGAP2
LTN1	LTN1
RIF1	RIF1
PPP1R3G	PPP1R3G
KAT6A	KAT6A
CNST	CNST
CUL2	CUL2
ARHGEF2	ARHGEF2
DDX23	DDX23
AIFM3	AIFM3
SLC9A7	SLC9A7
MIB1	MIB1
EXTL3	EXTL3
BTBD1	BTBD1
GLA	GLA
SLC7A4	SLC7A4
ARMC5	ARMC5
DIXDC1	DIXDC1
CBLL1	CBLL1
PLCL2	PLCL2
TTLL1	TTLL1
BTBD3	BTBD3
THUMPD2	THUMPD2
ATP7A	ATP7A
ALDH1A3	ALDH1A3
SFXN3	SFXN3
SETD7	SETD7
KIAA1143	KIAA1143
PPP5C	PPP5C
AP3B1	AP3B1
NID2	NID2
PHF8	PHF8
GLYR1	GLYR1
CUL3	CUL3
RAPGEF2	RAPGEF2
FANCF	FANCF
SEC62	SEC62
NAA16	NAA16
ZNF518A	ZNF518A
SLC25A25	SLC25A25
LRTM2	LRTM2
CNOT10	CNOT10
SLC35D1	SLC35D1
SYT4	SYT4
KIAA0922	KIAA0922
DHX8	DHX8
WDR86	WDR86
SLC25A33	SLC25A33
FAM124B	FAM124B
KCNJ9	KCNJ9
SMPD1	SMPD1
GSK3B	GSK3B
RBM39	RBM39
PPP1R3C	PPP1R3C
ITM2C	ITM2C
TMEM259	TMEM259
LLGL2	LLGL2
COL28A1	COL28A1
ZNF385D	ZNF385D
ZNF830	ZNF830
GNB2	GNB2
EPS15	EPS15
DAB1	DAB1
NACAD	NACAD
RBL2	RBL2
HIVEP3	HIVEP3
SLC19A1	SLC19A1
SALL3	SALL3
FBXO10	FBXO10
ANO10	ANO10
TMUB1	TMUB1
WNT11	WNT11
ATP6AP2	ATP6AP2
MAPK3	MAPK3
EFNB3	EFNB3
MPHOSPH8	MPHOSPH8
TACR1	TACR1
DAGLB	DAGLB
NOL4L	NOL4L
ATP6V1A	ATP6V1A
SLC4A1AP	SLC4A1AP
FAM214B	FAM214B
HIVEP2	HIVEP2
CTNNB1	CTNNB1
CSNK1G3	CSNK1G3
MCM8	MCM8
DUSP5	DUSP5
DNAJC30	DNAJC30
MOB3C	MOB3C
PCGF2	PCGF2
FBXO36	FBXO36
GRIK5	GRIK5
POP1	POP1
INTS5	INTS5
SYT13	SYT13
ERP44	ERP44
QSOX2	QSOX2
CYHR1	CYHR1
PREB	PREB
NPTX1	NPTX1
TNFAIP2	TNFAIP2
DHX38	DHX38
TDH	TDH
GTF2B	GTF2B
CTDP1	CTDP1
MME	MME
PCDH9	PCDH9
FZD1	FZD1
NTN4	NTN4
TNIK	TNIK
MTURN	MTURN
KIAA0408	KIAA0408
SLC6A1	SLC6A1
GPR83	GPR83
PVRL1	PVRL1
CAMTA2	CAMTA2
PLCG1	PLCG1
PAFAH1B2	PAFAH1B2
ADNP2	ADNP2
DMXL1	DMXL1
TTC5	TTC5
SLC2A13	SLC2A13
KIAA1279	KIAA1279
DERA	DERA
GHR	GHR
HR	HR
CENPT	CENPT
FAM196A	FAM196A
NAV3	NAV3
CEMIP	CEMIP
CNNM2	CNNM2
LSM7	LSM7
PCDHGA12	PCDHGA12
NECAB2	NECAB2
TEX2	TEX2
PRPF8	PRPF8
GPX3	GPX3
PDGFRA	PDGFRA
TRAK2	TRAK2
KCNJ6	KCNJ6
PKP2	PKP2
TMTC4	TMTC4
EIF4ENIF1	EIF4ENIF1
RAB37	RAB37
C11orf57	C11orf57
GTF2H3	GTF2H3
ELOVL4	ELOVL4
SCAMP4	SCAMP4
FOXP1	FOXP1
SPRTN	SPRTN
RECQL	RECQL
YIPF5	YIPF5
LYSMD1	LYSMD1
EPHA3	EPHA3
IL10RB	IL10RB
KIZ	KIZ
LRIG1	LRIG1
NRSN1	NRSN1
SETD6	SETD6
SVOP	SVOP
TAF3	TAF3
NFXL1	NFXL1
CAMKK2	CAMKK2
ADAM10	ADAM10
IPO5	IPO5
COL8A2	COL8A2
Nrxn1	Nrxn1
CCS	CCS
SYVN1	SYVN1
ARHGAP24	ARHGAP24
NUP205	NUP205
REEP5	REEP5
PIK3C2B	PIK3C2B
CHL1	CHL1
SLC38A3	SLC38A3
STAT6	STAT6
BICD2	BICD2
NRXN2	NRXN2
ST6GALNAC3	ST6GALNAC3
SMEK2	SMEK2
VCPIP1	VCPIP1
OSBPL11	OSBPL11
ASTN2	ASTN2
PCSK6	PCSK6
MAG	MAG
TJP1	TJP1
TRIP11	TRIP11
GPR153	GPR153
SLC39A9	SLC39A9
RNF165	RNF165
LPL	LPL
DBN1	DBN1
ITPKC	ITPKC
DDX46	DDX46
TMEM57	TMEM57
RENBP	RENBP
EIF2B4	EIF2B4
STK11	STK11
EML4	EML4
ARG2	ARG2
HK2	HK2
ANKRD27	ANKRD27
MAN2A2	MAN2A2
POLR1A	POLR1A
KLC2	KLC2
KANSL3	KANSL3
TXNDC16	TXNDC16
EME2	EME2
FKBPL	FKBPL
RSG1	RSG1
MCM3AP	MCM3AP
ATP13A4	ATP13A4
NCALD	NCALD
GPR158	GPR158
PAPLN	PAPLN
SLC23A2	SLC23A2
ABHD5	ABHD5
CCDC129	CCDC129
ACPP	ACPP
ZBTB33	ZBTB33
MAN2A1	MAN2A1
MAP3K4	MAP3K4
AGAP2	AGAP2
MTA1	MTA1
CACNA2D3	CACNA2D3
SLC22A17	SLC22A17
ARGLU1	ARGLU1
HMGCS1	HMGCS1
BAP1	BAP1
ACIN1	ACIN1
DTX4	DTX4
FAF1	FAF1
GRASP	GRASP
TARS	TARS
STRIP1	STRIP1
SYN2	SYN2
PLA2G12A	PLA2G12A
FADS1	FADS1
CTTNBP2NL	CTTNBP2NL
IGSF21	IGSF21
MICU3	MICU3
RARG	RARG
44265	10-Mar
SCARF1	SCARF1
PRR5	PRR5
MATR3	MATR3
ATP9A	ATP9A
DQX1	DQX1
MRPS5	MRPS5
CACNA1E	CACNA1E
GAD2	GAD2
LPCAT1	LPCAT1
PDK1	PDK1
TTLL4	TTLL4
SHCBP1	SHCBP1
ASIC2	ASIC2
RASGRF1	RASGRF1
NEGR1	NEGR1
PRPF39	PRPF39
ACLY	ACLY
SPIRE1	SPIRE1
GNAZ	GNAZ
ATP2C1	ATP2C1
KLHL15	KLHL15
APMAP	APMAP
SMC3	SMC3
PRMT7	PRMT7
SPATA20	SPATA20
C7orf43	C7orf43
EPHA10	EPHA10
GPR162	GPR162
PCDH10	PCDH10
USP33	USP33
TBC1D9B	TBC1D9B
TMC6	TMC6
RAB2B	RAB2B
ZNF319	ZNF319
CAMTA1	CAMTA1
NOMO1	NOMO1
RBM5	RBM5
PTGS2	PTGS2
APPL2	APPL2
CSNK1D	CSNK1D
CTNNA2	CTNNA2
CARS	CARS
RBM33	RBM33
NR1H2	NR1H2
SLITRK5	SLITRK5
FBXO30	FBXO30
MMS19	MMS19
SLC15A4	SLC15A4
CEP19	CEP19
GLG1	GLG1
GNL3	GNL3
FAM184A	FAM184A
TMEM25	TMEM25
ANKRA2	ANKRA2
ASAP1	ASAP1
IARS	IARS
AP5Z1	AP5Z1
STK4	STK4
CARM1	CARM1
SLC8A2	SLC8A2
PDE3B	PDE3B
SENP6	SENP6
PCDHA13	PCDHA13
PHF3	PHF3
MED25	MED25
DHX34	DHX34
FAM19A5	FAM19A5
FOXJ2	FOXJ2
NEURL4	NEURL4
ZNF335	ZNF335
CEP170	CEP170
ZNF148	ZNF148
JPH4	JPH4
BTBD9	BTBD9
ATXN1	ATXN1
RAB3GAP2	RAB3GAP2
OXSR1	OXSR1
BCL2L2	BCL2L2
MMP17	MMP17
PTH1R	PTH1R
EXOC8	EXOC8
NR2F6	NR2F6
VCP	VCP
BARD1	BARD1
NXPE2	NXPE2
ZNF592	ZNF592
NVL	NVL
GPN3	GPN3
CCDC107	CCDC107
RBM6	RBM6
AEBP1	AEBP1
WDR81	WDR81
REV3L	REV3L
EIF4EBP2	EIF4EBP2
EPT1	EPT1
MTO1	MTO1
Cyp2g1	Cyp2g1
OSBPL8	OSBPL8
MOSPD1	MOSPD1
N4BP3	N4BP3
NELFA	NELFA
AFTPH	AFTPH
MAPKAPK5	MAPKAPK5
RAMP1	RAMP1
ZNF536	ZNF536
PEX2	PEX2
GYS1	GYS1
PDP2	PDP2
VASH1	VASH1
TMEM165	TMEM165
GRIN3A	GRIN3A
NELL1	NELL1
LRRC14	LRRC14
SRGAP3	SRGAP3
SCAF1	SCAF1
TEX10	TEX10
TLR3	TLR3
FDFT1	FDFT1
TCIRG1	TCIRG1
TLDC1	TLDC1
CPSF1	CPSF1
NEUROD4	NEUROD4
SETD3	SETD3
ITGB5	ITGB5
UBR5	UBR5
ADAM11	ADAM11
NDUFS2	NDUFS2
ANLN	ANLN
PSMB9	PSMB9
ISYNA1	ISYNA1
MCC	MCC
RAB29	RAB29
ZIC2	ZIC2
CDK12	CDK12
INTS4	INTS4
PRKD2	PRKD2
NOL6	NOL6
NFATC1	NFATC1
SETD5	SETD5
ADCK1	ADCK1
AARS	AARS
TTC8	TTC8
ACSL6	ACSL6
TECPR1	TECPR1
JAGN1	JAGN1
NADSYN1	NADSYN1
TAF5	TAF5
UBA6	UBA6
HIPK3	HIPK3
FLOT1	FLOT1
VPS11	VPS11
TOR3A	TOR3A
LRIG3	LRIG3
EPS8	EPS8
PCYT1B	PCYT1B
KLHL21	KLHL21
PEAK1	PEAK1
AURKAIP1	AURKAIP1
BRMS1L	BRMS1L
OGFR	OGFR
TMEM132A	TMEM132A
SLC9A2	SLC9A2
SPAG9	SPAG9
EGR4	EGR4
HTR4	HTR4
ZBTB34	ZBTB34
DUSP14	DUSP14
C1QA	C1QA
SLC4A10	SLC4A10
SPRYD7	SPRYD7
TRIM14	TRIM14
NFRKB	NFRKB
UBE2K	UBE2K
STX2	STX2
SERTAD2	SERTAD2
COG5	COG5
DGKK	DGKK
MORN4	MORN4
HERC3	HERC3
VASH2	VASH2
PC	PC
UBIAD1	UBIAD1
ZNF407	ZNF407
CCAR2	CCAR2
DLG2	DLG2
ZBTB39	ZBTB39
PAFAH1B1	PAFAH1B1
ATP6V1G2	ATP6V1G2
CHD5	CHD5
PTPRM	PTPRM
KLHDC8A	KLHDC8A
TFRC	TFRC
FJX1	FJX1
PAX5	PAX5
DCAF5	DCAF5
HIVEP1	HIVEP1
FAAH	FAAH
SSH3	SSH3
PEBP4	PEBP4
FBXO38	FBXO38
IFNGR1	IFNGR1
FAM163B	FAM163B
SEMA4A	SEMA4A
APLP1	APLP1
OGT	OGT
YES1	YES1
SRC	SRC
CCDC91	CCDC91
ST3GAL1	ST3GAL1
GALNT9	GALNT9
CAMSAP2	CAMSAP2
PDE7B	PDE7B
SND1	SND1
SYT11	SYT11
SKI	SKI
HIF1AN	HIF1AN
DCTN2	DCTN2
TNFRSF11B	TNFRSF11B
OTUD4	OTUD4
MAGI2	MAGI2
EXD3	EXD3
SLC7A1	SLC7A1
KIF16B	KIF16B
FAT1	FAT1
AIP	AIP
B9D2	B9D2
SORCS2	SORCS2
MYO9B	MYO9B
GPCPD1	GPCPD1
ARFGAP2	ARFGAP2
HIC1	HIC1
ATRN	ATRN
ZNF362	ZNF362
PGBD5	PGBD5
SMARCAL1	SMARCAL1
PDK4	PDK4
ABL1	ABL1
AMIGO3	AMIGO3
ATF2	ATF2
TRPC5	TRPC5
COL6A2	COL6A2
TAOK1	TAOK1
BOP1	BOP1
UHRF1BP1	UHRF1BP1
PHIP	PHIP
ROCK2	ROCK2
UBAP2L	UBAP2L
MED12	MED12
CCDC89	CCDC89
FAM20C	FAM20C
INHBB	INHBB
BCAM	BCAM
PALM	PALM
MYBPC1	MYBPC1
RAB34	RAB34
TMEM65	TMEM65
GEMIN5	GEMIN5
UQCRC2	UQCRC2
CRBN	CRBN
DIS3L2	DIS3L2
CHUK	CHUK
LRRC8C	LRRC8C
NUPL1	NUPL1
CCNL2	CCNL2
KDM5C	KDM5C
KCNA1	KCNA1
KCNS2	KCNS2
UNC5A	UNC5A
SART3	SART3
SUSD1	SUSD1
DPYSL4	DPYSL4
SPOCK2	SPOCK2
TBC1D32	TBC1D32
DIP2B	DIP2B
SNX25	SNX25
TOP1MT	TOP1MT
ADARB1	ADARB1
UTRN	UTRN
MTM1	MTM1
CUL4A	CUL4A
BHLHE41	BHLHE41
PDHB	PDHB
IRAK1	IRAK1
U2AF2	U2AF2
SLC38A2	SLC38A2
GFRA4	GFRA4
ATP6V0C	ATP6V0C
KCNK13	KCNK13
KCNG3	KCNG3
KCNAB1	KCNAB1
MFN2	MFN2
CORO7	CORO7
RYR3	RYR3
RASL11A	RASL11A
NGEF	NGEF
TRNP1	TRNP1
RET	RET
DHX29	DHX29
CD74	CD74
SORT1	SORT1
FRRS1L	FRRS1L
PTN	PTN
SLC19A2	SLC19A2
AEBP2	AEBP2
TMEM209	TMEM209
TSHZ3	TSHZ3
SHC3	SHC3
HSPH1	HSPH1
APH1A	APH1A
ZNF207	ZNF207
EXOC6B	EXOC6B
PLCXD3	PLCXD3
SIN3B	SIN3B
GABRB2	GABRB2
MED14	MED14
BAI3	BAI3
FN1	FN1
LONRF3	LONRF3
BRWD3	BRWD3
PRRC2A	PRRC2A
ITGB8	ITGB8
TMEM115	TMEM115
PLP1	PLP1
SFSWAP	SFSWAP
RANBP2	RANBP2
VAMP7	VAMP7
SARM1	SARM1
PTPN6	PTPN6
SLMO2	SLMO2
CNTN2	CNTN2
ULK2	ULK2
XK	XK
PCGF5	PCGF5
RNF14	RNF14
TFDP2	TFDP2
KIAA1109	KIAA1109
EFNB2	EFNB2
GNS	GNS
CCDC153	CCDC153
TNK2	TNK2
APAF1	APAF1
EIF2B5	EIF2B5
SF3B2	SF3B2
MSN	MSN
KIF1C	kif1c
PGBD4	PGBD4
GPR125	GPR125
ATP11B	ATP11B
KCND3	KCND3
ITGB2	ITGB2
SPG7	SPG7
ZNF639	ZNF639
TMEM164	TMEM164
GDPD4	GDPD4
POMGNT2	POMGNT2
RPS6KC1	RPS6KC1
TRERF1	TRERF1
LZTFL1	LZTFL1
NRIP2	NRIP2
KIAA1958	KIAA1958
RTN4RL2	RTN4RL2
HN1L	HN1L
PDE2A	PDE2A
KCNH6	KCNH6
SLC25A23	SLC25A23
POLR3B	POLR3B
SKIL	SKIL
ERCC5	ERCC5
CDNF	CDNF
ARL6IP5	ARL6IP5
TNS1	TNS1
FAM84A	FAM84A
cers3	cers3
NTN3	NTN3
ABR	ABR
UTS2R	UTS2R
ANKRD49	ANKRD49
KBTBD4	KBTBD4
PIGN	PIGN
TBC1D24	TBC1D24
RNF115	RNF115
SLC35F3	SLC35F3
ITPKB	ITPKB
MAPK8	MAPK8
NCOA4	NCOA4
ABHD16A	ABHD16A
ZNF839	ZNF839
PKP4	PKP4
FKBP15	FKBP15
FAM131C	FAM131C
RILPL1	RILPL1
CLDN5	CLDN5
TBX21	TBX21
AGPAT2	AGPAT2
CCDC93	CCDC93
CSE1L	CSE1L
TIAM1	TIAM1
TANGO2	TANGO2
TMEM177	TMEM177
USP43	USP43
PCSK2	PCSK2
TPRKB	TPRKB
GDAP1	GDAP1
MAOB	MAOB
FOCAD	FOCAD
ZFP91	ZFP91
CHFR	CHFR
TRIM37	TRIM37
PIK3CB	PIK3CB
RPS6KL1	RPS6KL1
GPBP1L1	GPBP1L1
TM9SF1	TM9SF1
PYGL	PYGL
HDAC3	HDAC3
FGD4	FGD4
COG3	COG3
GRIN2B	GRIN2B
COL6A1	COL6A1
C17orf85	C17orf85
FAM120A	FAM120A
SHANK1	SHANK1
TACC1	TACC1
NLK	NLK
TNFSF13B	TNFSF13B
