turtle	eggnog
GRAMD4	GRAMD4
CERK	CERK
TBC1D22A	TBC1D22A
KCNA4	KCNA4
FSHB	FSHB
ARL14EP	ARL14EP
MPPED2	MPPED2
DNAJC24	DNAJC24
IMMP1L	IMMP1L
ELP4	ELP4
PAX6	PAX6
RCN1	RCN1
KIF18A	KIF18A
METTL15	METTL15
TPCN2	TPCN2
CCND1	CCND1
ORAOV1	ORAOV1
FGF19	FGF19
FGF4	FGF4
FGF3	FGF3
ANO1	ANO1
FADD	FADD
PPFIA1	PPFIA1
CTTN	CTTN
SHANK2	SHANK2
FBXO3	FBXO3
LMO2	LMO2
CAPRIN1	CAPRIN1
NAT10	NAT10
ABTB2	ABTB2
CAT	CAT
ELF5	ELF5
EHF	EHF
APIP	APIP
PDHX	PDHX
CD44	CD44
SLC1A2	SLC1A2
PAMR1	PAMR1
FJX1	FJX1
TRIM44	TRIM44
LDLRAD3	LDLRAD3
COMMD9	COMMD9
PRR5L	PRR5L
TRAF6	TRAF6
RAG1	RAG1
RAG2	RAG2
C4H11orf74	C11ORF74
API5	API5
TTC17	TTC17
HSD17B12	HSD17B12
ALKBH3	ALKBH3
C4H11orf96	C11ORF96
ACCS	ACCSL
EXT2	EXT2
ALX4	ALX4
CD82	CD82
TSPAN18	TSPAN18
TP53I11	TP53I11
PRDM11	PRDM11
SYT13	SYT13
CHST1	CHST1
SLC35C1	SLC35C1
CRY2	CRY2
MAPK8IP1	MAPK8IP1
C4H11orf94	C11ORF94
PEX16	PEX16
GYLTL1B	GYLTL1B
PHF21A	PHF21A
CREB3L1	CREB3L1
DGKZ	DGKZ
MDK	MDK
CHRM4	CHRM4
AMBRA1	AMBRA1
HARBI1	HARBI1
ATG13	ATG13
ARHGAP1	ARHGAP1
F2	F2
CKAP5	CKAP5
LRP4	LRP4
C4H11orf49	C11ORF49
ARFGAP2	ARFGAP2
PACSIN3	PACSIN3
DDB2	DDB2
ACP2	ACP2
NR1H3	NR1H3
MADD	MADD
MYBPC3	MYBPC3
SPI1	SPI1
SLC39A13	SLC39A13
RAPSN	RAPSN
CELF1	CELF1
STK11	STK11
ATP5D	ATP5D
MIDN	MIDN
CIRBP	CIRBP
C4H19orf24	C19ORF24
EFNA2	EFNA2
NDUFS7	NDUFS7
GAMT	GAMT
DAZAP1	DAZAP1
RPS15	RPS15
RYR3	RYR3
AVEN	AVEN
CHRM5	CHRM5
EMC7	EMC7
KATNBL1	KATNBL1
THBS1	THBS1
FSIP1	FSIP1
GPR176	GPR176
EIF2AK4	EIF2AK4
SRP14	SRP14
DTWD1	DTWD1
FAM227B	FAM227B
FGF7	FGF7
GALK2	GALK2
COPS2	COPS2
SECISBP2L	SECISBP2L
SHC4	SHC4
CEP152	CEP152
FBN1	FBN1
DUT	DUT
SLC12A1	SLC12A1
CTXN2	CTXN2
MYEF2	MYEF2
SLC24A5	SLC24A5
SEMA6D	SEMA6D
NFXL1	NFXL1
CNGA1	CNGA1
NIPAL1	NIPAL1
TXK	TXK
TEC	TEC
SLAIN2	SLAIN2
SLC10A4	SLC10A4
ZAR1	ZAR1
FRYL	FRYL
OCIAD1	OCIAD1
OCIAD2	OCIAD2
CWH43	CWH43
DCUN1D4	DCUN1D4
LRRC66	LRRC66
SGCB	SGCB
SPATA18	SPATA18
USP46	USP46
RASL11B	RASL11B
SCFD2	SCFD2
FIP1L1	FIP1L1
LNX1	LNX1
CHIC2	CHIC2
GSX2	GSX2
PDGFRA	PDGFRA
KIT	KIT
KDR	KDR
SRD5A3	SRD5A3
TMEM165	TMEM165
CLOCK	CLOCK
PDCL2	PDCL2
NMU	NMU
EXOC1	EXOC1
CEP135	CEP135
KIAA1211	KIAA1211
AASDH	AASDH
PPAT	PPAT
PAICS	PAICS
LONRF1	LONRF1
KIAA1456	KIAA1456
FOXG1	FOXG1
PRKD1	PRKD1
G2E3	G2E3
SCFD1	SCFD1
COCH	COCH
STRN3	STRN3
AP4S1	AP4S1
HECTD1	HECTD1
HEATR5A	HEATR5A
DTD2	DTD2
NUBPL	NUBPL
ARHGAP5	ARHGAP5
AKAP6	AKAP6
EGLN3	EGLN3
SPTSSA	SPTSSA
EAPP	EAPP
SNX6	SNX6
CFL2	CFL2
BAZ1A	BAZ1A
SRP54	SRP54
FAM177A1	FAM177A1
PPP2R3C	PPP2R3C
KIAA0391	KIAA0391
PSMA6	PSMA6
FOXA1	FOXA1
TTC6	TTC6
SSTR1	SSTR1
CLEC14A	CLEC14A
SEC23A	SEC23A
GEMIN2	GEMIN2
TRAPPC6B	TRAPPC6B
FBXO33	FBXO33
ZNF410	ZNF410
FAM161B	FAM161B
COQ6	COQ6
ENTPD5	ENTPD5
CCDC176	CCDC176
ALDH6A1	ALDH6A1
LIN52	LIN52
VSX2	VSX2
ABCD4	ABCD4
VRTN	VRTN
SYNDIG1L	SYNDIG1L
ISCA2	ISCA2
NPC2	NPC2
AREL1	KIAA0317
FCF1	FCF1
YLPM1	YLPM1
PROX2	PROX2
DLST	DLST
RPS6KL1	RPS6KL1
PGF	PGF
EIF2B2	EIF2B2
MLH3	MLH3
ACYP1	ACYP1
ZC2HC1C	ZC2HC1C
NEK9	NEK9
TMED10	TMED10
FOS	FOS
JDP2	JDP2
BATF	BATF
FLVCR2	FLVCR2
C4H14orf1	C14ORF1
TTLL5	TTLL5
TGFB3	TGFB3
IFT43	IFT43
GPATCH2L	GPATCH2L
ESRRB	ESRRB
VASH1	VASH1
ANGEL1	ANGEL1
LRRC74	C14ORF166B
IRF2BPL	IRF2BPL
CIPC	KIAA1737
ZDHHC22	ZDHHC22
TMEM63C	TMEM63C
NGB	NGB
POMT2	POMT2
GSTZ1	GSTZ1
TMED8	TMED8
NOXRED1	NOXRED1
VIPAS39	VIPAS39
AHSA1	AHSA1
ISM2	ISM2
SPTLC2	SPTLC2
ALKBH1	ALKBH1
SLIRP	SLIRP
SNW1	SNW1
ADCK1	ADCK1
NRXN3	NRXN3
TAMM41	TAMM41
SYN2	SYN2
TIMP4	TIMP4
PPARG	PPARG
TSEN2	TSEN2
MKRN2OS	MKRN2-AS1
MKRN2	MKRN2
RAF1	RAF1
CNBP	CNBP
ISY1	ISY1
RAB43	RAB43
GP9	GP9
ATG7	ATG7
HRH1	HRH1
SLC6A1	SLC6A1
SLC6A11	SLC6A11
ATP2B2	ATP2B2
IARS	IARS
NOL8	NOL8
OGN	OGN
OMD	OMD
ARHGEF5	ARHGEF5
NOBOX	NOBOX
CD9	CD9
VWF	VWF
ANO2	ANO2
NTF3	NTF3
PDE3A	PDE3A
SLCO1C1	SLCO1C1
SLCO1B3	SLCO1B3
IAPP	IAPP
PYROXD1	PYROXD1
RECQL	RECQL
GOLT1B	GOLT1B
BCAT1	BCAT1
SOX5	SOX5
ETNK1	ETNK1
C2CD5	KIAA0528
ST8SIA1	ST8SIA1
CMAS	CMAS
ABCC9	ABCC9
KCNJ8	KCNJ8
LDHB	LDHB
GYS2	GYS2
LRMP	LRMP
CASC1	CASC1
LYRM5	LYRM5
KRAS	KRAS
IFLTD1	IFLTD1
RASSF8	RASSF8
BHLHE41	BHLHE41
SSPN	SSPN
ITPR2	ITPR2
ASUN	ASUN
FGFR1OP2	FGFR1OP2
TM7SF3	TM7SF3
MED21	MED21
STK38L	STK38L
ARNTL2	ARNTL2
PPFIBP1	PPFIBP1
REP15	REP15
A4GALT	A4GALT
ARFGAP3	ARFGAP3
PACSIN2	PACSIN2
TTLL1	TTLL1
MCAT	MCAT
TSPO	TSPO
TTLL12	TTLL12
SCUBE1	SCUBE1
MPPED1	MPPED1
EFCAB6	EFCAB6
SULT4A1	SULT4A1
SAMM50	SAMM50
PARVB	PARVB
PARVG	PARVG
KIAA1644	KIAA1644
PTAR1	PTAR1
APBA1	APBA1
FAM189A2	FAM189A2
TJP2	TJP2
FXN	FXN
PIP5K1B	PIP5K1B
PGM5	PGM5
DOCK8	DOCK8
KANK1	KANK1
DMRT1	DMRT1
DMRT3	DMRT3
DMRT2	DMRT2
SMARCA2	SMARCA2
VLDLR	VLDLR
KCNV2	KCNV2
KIAA0020	KIAA0020
RFX3	RFX3
GLIS3	GLIS3
SLC1A1	SLC1A1
SPATA6L	SPATA6L
CDC37L1	CDC37L1
AK3	AK3
RCL1	RCL1
JAK2	JAK2
PLGRKT	PLGRKT
CD274	CD274
KIAA1432	KIAA1432
ERMP1	ERMP1
MLANA	MLANA
FRMD3	FRMD3
IDNK	IDNK
UBQLN1	UBQLN1
GKAP1	GKAP1
KIF27	KIF27
ATP8B1	ATP8B1
NARS	NARS
FECH	FECH
ONECUT2	ONECUT2
ST8SIA3	ST8SIA3
WDR7	WDR7
TXNL1	TXNL1
TCF4	TCF4
CCDC68	CCDC68
RAB27B	RAB27B
C6H18orf54	C18ORF54
POLI	POLI
MBD2	MBD2
DCC	DCC
MEX3C	MEX3C
SMAD4	SMAD4
ELAC1	ELAC1
ME2	ME2
MAPK4	MAPK4
SKA1	SKA1
CCDC11	CCDC11
MYO5B	MYO5B
ACAA2	ACAA2
LIPG	LIPG
RPL17	RPL17
C6H18orf32	C18ORF32
DYM	DYM
SMAD7	SMAD7
CTIF	CTIF
ZBTB7C	ZBTB7C
SMAD2	SMAD2
SKOR2	SKOR2
IER3IP1	IER3IP1
HDHD2	HDHD2
KATNAL2	KATNAL2
PIAS2	PIAS2
ST8SIA5	ST8SIA5
RNF165	RNF165
C6H18orf25	C18ORF25
HAUS1	HAUS1
ATP5A1	ATP5A1
PSTPIP2	PSTPIP2
EPG5	EPG5
SIGLEC15	SIGLEC15
SLC14A2	SLC14A2
SETBP1	SETBP1
KIAA0922	KIAA0922
MND1	MND1
TRIM2	TRIM2
FHDC1	FHDC1
ARFIP1	ARFIP1
TIGD4	TIGD4
TMEM154	TMEM154
FBXW7	FBXW7
PET112	PET112
FAM160A1	FAM160A1
SH3D19	SH3D19
RPS3A	RPS3A
LRBA	LRBA
MAB21L2	MAB21L2
DCLK2	DCLK2
NR3C2	NR3C2
ARHGAP10	ARHGAP10
PRMT9	PRMT10
TMEM184C	TMEM184C
EDNRA	EDNRA
TTC29	TTC29
POU4F2	POU4F2
SLC10A7	SLC10A7
LSM6	LSM6
ZNF827	ZNF827
MMAA	MMAA
SMAD1	SMAD1
OTUD4	OTUD4
ABCE1	ABCE1
ANAPC10	ANAPC10
HHIP	HHIP
SMARCA5	SMARCA5
GAB1	GAB1
USP38	USP38
INPP4B	INPP4B
IL15	IL15
ZNF330	ZNF330
RNF150	RNF150
TBC1D9	TBC1D9
ELMOD2	ELMOD2
CLGN	CLGN
SCOC	SCOC
MAML3	MAML3
MGST2	MGST2
SETD7	SETD7
RAB33B	RAB33B
NAA15	NAA15
NDUFC1	NDUFC1
MGARP	MGARP
ELF2	ELF2
CCRN4L	CCRN4L
SLC7A11	SLC7A11
PCDH18	PCDH18
GATSL2	GATSL2
WBSCR16	WBSCR16
NCF1	NCF1
GTF2I	GTF2I
GTF2IRD1	GTF2IRD1
CLIP2	CLIP2
RFC2	RFC2
EIF4H	EIF4H
MYBBP1A	MYBBP1A
SPNS2	SPNS2
SPNS3	SPNS3
UBE2G1	UBE2G1
ANKFY1	ANKFY1
ZZEF1	ZZEF1
ATP2A3	ATP2A3
P2RX1	P2RX1
CAMKK1	CAMKK1
DERL2	DERL2
DHX33	DHX33
C1QBP	C1QBP
RPAIN	RPAIN
NUP88	NUP88
RABEP1	RABEP1
IFT22	RABL5
MYL10	MYL10
CUX1	CUX1
SH2B2	SH2B2
PRKRIP1	PRKRIP1
ORAI2	ORAI2
ALKBH4	ALKBH4
LRWD1	LRWD1
DTX2	DTX2
SRCRB4D	DMBT1
YWHAG	YWHAG
HSPB1	HSPB1
SRRM3	SRRM3
MDH2	MDH2
STYXL1	STYXL1
TMEM120A	TMEM120A
POR	POR
RHBDD2	RHBDD2
RNASE7	RNASE1
TAF15	TAF15
MMP28	MMP28
GAS2L2	GAS2L2
RASL10B	RASL10B
AP2B1	AP2B1
PEX12	PEX12
UNC45B	UNC45B
GABRG1	GABRG1
GABRA2	GABRA2
GABRA4	GABRA4
GABRB1	GABRB1
COMMD8	COMMD8
SLIT2	SLIT2
PACRGL	PACRGL
KCNIP4	KCNIP4
GPR125	GPR125
PPARGC1A	PPARGC1A
DHX15	DHX15
SOD3	SOD3
CCDC149	CCDC149
LGI2	LGI2
SEPSECS	SEPSECS
PI4K2B	PI4K2B
ZCCHC4	ZCCHC4
ANAPC4	ANAPC4
SLC34A2	SLC34A2
SEL1L3	SEL1L3
SMIM20	C4ORF52
RBPJ	RBPJ
CCKAR	CCKAR
TBC1D19	TBC1D19
STIM2	STIM2
PCDH7	PCDH7
ANO5	ANO5
SLC17A6	SLC17A6
FANCF	FANCF
GAS2	GAS2
SVIP	SVIP
LUZP2	LUZP2
ANO3	ANO3
SLC5A12	SLC5A12
FIBIN	FIBIN
BBOX1	BBOX1
ADAM12	ADAM12
FANK1	FANK1
DHX32	DHX32
BCCIP	BCCIP
UROS	UROS
EDRF1	C10ORF137
TEX36	TEX36
CTBP2	CTBP2
ZRANB1	ZRANB1
FAM175B	FAM175B
METTL10	METTL10
FAM53B	FAM53B
LHPP	LHPP
NKX1-2	NKX1-2
OAT	OAT
CHST15	CHST15
CPXM2	CPXM2
GPR26	GPR26
BUB3	BUB3
HMX2	HMX2
HMX3	HMX3
ACADSB	ACADSB
IKZF5	IKZF5
PSTK	PSTK
C6H10orf88	C10ORF88
HTRA1	HTRA1
PLEKHA1	PLEKHA1
BAG3	BAG3
TIAL1	TIAL1
RGS10	RGS10
GRK5	GRK5
PRDX3	PRDX3
SFXN4	SFXN4
FAM45A	FAM45A
EIF3A	EIF3A
NANOS1	NANOS1
CACUL1	CACUL1
FAM204A	FAM204A
RAB11FIP2	RAB11FIP2
EMX2	EMX2
PDZD8	PDZD8
SLC18A2	SLC18A2
KCNK18	KCNK18
VAX1	VAX1
KIAA1598	KIAA1598
ENO4	ENO4
HSPA12A	HSPA12A
C6H10orf82	C10ORF82
GFRA1	GFRA1
ATRNL1	ATRNL1
TRUB1	TRUB1
FAM160B1	FAM160B1
ABLIM1	ABLIM1
AFAP1L2	AFAP1L2
VWA2	VWA2
TDRD1	TDRD1
C6H10orf118	C10ORF118
ADRB1	ADRB1
NHLRC2	NHLRC2
DCLRE1A	DCLRE1A
CASP7	CASP7
NRAP	NRAP
HABP2	HABP2
TCF7L2	TCF7L2
VTI1A	VTI1A
ZDHHC6	ZDHHC6
ACSL5	ACSL5
TECTB	TECTB
PIK3C3	PIK3C3
CELF4	CELF4
KIAA1328	KIAA1328
TPGS2	TPGS2
NOL6	NOL6
UBE2R2	UBE2R2
DCAF12	DCAF12
UBAP1	UBAP1
KIF24	KIF24
NUDT2	NUDT2
C7H9orf24	C9ORF24
FAM219A	FAM219A
DNAI1	DNAI1
RPP25L	RPP25L
CNTFR	CNTFR
TCF7	TCF7
SKP1	SKP1
CDKL3	CDKL3
UBE2B	UBE2B
CDKN2AIPNL	CDKN2AIPNL
JADE2	PHF15
SEC24A	SEC24A
CAMLG	CAMLG
DDX46	DDX46
C8H5orf24	C5ORF24
CATSPER3	CATSPER3
NEUROG1	NEUROG1
CXCL14	CXCL14
SLC25A48	SLC25A48
FBXL21	FBXL21
TGFBI	TGFBI
SMAD5	SMAD5
TRPC7	TRPC7
KLHL3	KLHL3
MYOT	MYOT
PKD2L2	PKD2L2
FAM13B	FAM13B
WNT8A	WNT8A
NME5	NME5
HNRNPAB	HNRNPAB
PHYKPL	AGXT2L2
CLK4	CLK4
RASGEF1C	RASGEF1C
MAPK9	MAPK9
GFPT2	GFPT2
CNOT6	CNOT6
ADAMTS2	ADAMTS2
RUFY1	RUFY1
HNRNPH1	HNRNPH1
CANX	CANX
CBY3	CBY3
MAML1	MAML1
MGAT4B	MGAT4B
SQSTM1	SQSTM1
C8H5orf45	C5ORF45
TBC1D9B	TBC1D9B
RNF130	RNF130
FLT4	FLT4
HMGXB3	HMGXB3
CSF1R	CSF1R
PDGFRB	PDGFRB
CDX1	CDX1
SLC6A7	SLC6A7
CAMK2A	CAMK2A
ARSI	ARSI
TCOF1	TCOF1
CD74	CD74
RPS14	RPS14
NDST1	NDST1
SYNPO	SYNPO
MYOZ3	MYOZ3
RBM22	RBM22
DCTN4	DCTN4
SMIM3	SMIM3
GPX3	GPX3
TNIP1	TNIP1
ANXA6	ANXA6
CCDC69	CCDC69
GM2A	GM2A
FAT2	FAT2
SPARC	SPARC
ATOX1	ATOX1
GLRA1	GLRA1
NMUR2	NMUR2
PCDH11X	PCDH11X
DIAPH2	DIAPH2
PCDH19	PCDH19
TNMD	TNMD
TSPAN6	TSPAN6
SRPX2	SRPX2
SYTL4	SYTL4
TRMT12	TRMT12
CSTF2	CSTF2
NOX1	NOX1
XKRX	XKRX
ARL13A	ARL13A
LPAR4	LPAR4
CYSLTR1	CYSLTR1
TAF9B	TAF9B
KIF4A	KIF4A
PDZD11	PDZD11
ARR3	ARR3
P2RY4	P2RY4
IGBP1	IGBP1
FAM155B	FAM155B
EFNB1	EFNB1
DACH2	DACH2
CHM	CHM
ZNF711	ZNF711
SATL1	SATL1
APOOL	APOOL
HDX	HDX
RPS6KA6	RPS6KA6
POU3F4	POU3F4
SH3BGRL	SH3BGRL
BRWD3	BRWD3
FAM46D	FAM46D
CHMP1B	CHMP1B
TBX22	TBX22
ITM2A	ITM2A
KLHL4	KLHL4
ABL2	ABL2
TOR3A	TOR3A
FAM20B	FAM20B
RALGPS2	RALGPS2
ANGPTL1	ANGPTL1
RASAL2	RASAL2
SEC16B	SEC16B
BRINP2	FAM5B
ASTN1	ASTN1
PAPPA2	PAPPA2
RFWD2	RFWD2
TNR	TNR
KIAA0040	KIAA0040
TNN	TNN
MRPS14	MRPS14
CACYBP	CACYBP
GPR52	GPR52
RC3H1	RC3H1
SERPINC1	SERPINC1
ZBTB37	ZBTB37
DARS2	DARS2
CENPL	CENPL
KLHL20	KLHL20
ANKRD45	ANKRD45
UCK2	UCK2
TMCO1	TMCO1
ALDH9A1	ALDH9A1
MGST3	MGST3
LRRC52	LRRC52
NUF2	NUF2
RGS18	RGS18
BRINP3	FAM5C
PLA2G4A	PLA2G4A
PDC	PDC
C8H1orf27	C1ORF27
TPR	TPR
PRG4	PRG4
HMCN1	HMCN1
IVNS1ABP	IVNS1ABP
SWT1	SWT1
TRMT1L	TRMT1L
RNF2	RNF2
FAM129A	FAM129A
EDEM3	EDEM3
C8H1orf21	C1ORF21
TSEN15	TSEN15
COLGALT2	GLT25D2
RGL1	RGL1
APOBEC4	APOBEC4
ARPC5	ARPC5
NCF2	NCF2
SMG7	SMG7
NMNAT2	NMNAT2
LAMC2	LAMC2
LAMC1	LAMC1
SHCBP1L	SHCBP1L
DHX9	DHX9
NPL	NPL
RGS8	RGS8
RGS16	RGS16
RGSL1	RGSL1
GLUL	GLUL
CACNA1E	CACNA1E
IER5	IER5
STX6	STX6
KIAA1614	KIAA1614
XPR1	XPR1
ACBD6	ACBD6
LHX4	LHX4
QSOX1	QSOX1
CEP350	CEP350
TOR1AIP1	TOR1AIP1
TOR1AIP2	TOR1AIP2
FAM163A	FAM163A
TDRD5	TDRD5
NPHS2	NPHS2
AXDND1	AXDND1
SOAT1	SOAT1
ODF2L	ODF2L
PRKACB	PRKACB
SAMD13	SAMD13
DNASE2B	DNASE2B
RPF1	RPF1
GNG5	GNG5
SPATA1	SPATA1
CTBS	CTBS
SSX2IP	SSX2IP
LPAR3	LPAR3
MCOLN2	MCOLN2
MCOLN3	MCOLN3
WDR63	WDR63
SYDE2	SYDE2
C8H1orf52	C1ORF52
BCL10	BCL10
DDAH1	DDAH1
CYR61	CYR61
ZNHIT6	ZNHIT6
TTLL7	TTLL7
ROR1	ROR1
UBE2U	UBE2U
CACHD1	CACHD1
RAVER2	RAVER2
JAK1	JAK1
AK4	AK4
DNAJC6	DNAJC6
LEPROT	LEPROT
LEPR	LEPR
PDE4B	PDE4B
SGIP1	SGIP1
TCTEX1D1	TCTEX1D1
INSL5	INSL5
WDR78	WDR78
MIER1	MIER1
SLC35D1	SLC35D1
IL23R	IL23R
IL12RB2	IL12RB2
SERBP1	SERBP1
GADD45A	GADD45A
GNG12	GNG12
RPE65	RPE65
DEPDC1	DEPDC1
TRIM36	TRIM36
PGGT1B	PGGT1B
CCDC112	CCDC112
TICAM2	TICAM2
TMED7	TMED7
CDO1	CDO1
ATG12	ATG12
AP3S1	AP3S1
ARL14EPL	ARL14EPL
COMMD10	COMMD10
SEMA6A	SEMA6A
DTWD2	DTWD2
DMXL1	DMXL1
TNFAIP8	TNFAIP8
HSD17B4	HSD17B4
PIF1	PIF1
FAM183A	FAM183A
EBNA1BP2	EBNA1BP2
WDR65	WDR65
TMEM125	TMEM125
TIE1	TIE1
MPL	MPL
CDC20	CDC20
ELOVL1	ELOVL1
MED8	MED8
SZT2	SZT2
HYI	HYI
PTPRF	PTPRF
KDM4A	KDM4A
ST3GAL3	ST3GAL3
ARTN	ARTN
IPO13	IPO13
DPH2	DPH2
ATP6V0B	ATP6V0B
B4GALT2	B4GALT2
SLC6A9	SLC6A9
DMAP1	DMAP1
ERI3	ERI3
RNF220	RNF220
TMEM53	TMEM53
C8H1orf228	C1ORF228
KIF2C	KIF2C
RPS8	RPS8
BEST4	BEST4
PLK3	PLK3
TCTEX1D4	TCTEX1D4
BTBD19	BTBD19
PTCH2	PTCH2
EIF2B3	EIF2B3
HECTD3	HECTD3
UROD	UROD
ZSWIM5	ZSWIM5
HPDL	HPDL
MUTYH	MUTYH
TOE1	TOE1
TESK2	TESK2
MMACHC	MMACHC
PRDX1	PRDX1
AKR1A1	AKR1A1
NASP	NASP
CCDC17	CCDC17
GPBP1L1	GPBP1L1
TMEM69	TMEM69
IPP	IPP
PIK3R3	PIK3R3
TSPAN1	TSPAN1
POMGNT1	POMGNT1
LURAP1	LURAP1
RAD54L	RAD54L
LRRC41	LRRC41
IRS2	IRS2
COL4A2	COL4A2
RAB20	RAB20
CARKD	CARKD
CARS2	CARS2
ING1	ING1
ANKRD10	ANKRD10
ALPK3	ALPK3
ZNF592	ZNF592
SEC11A	SEC11A
NMB	NMB
DUOXA2	DUOXA2
DUOX2	DUOX1
SORD	SORD
RBPMS2	RBPMS2
OAZ2	OAZ2
ZNF609	ZNF609
TRIP4	TRIP4
CSNK1G1	CSNK1G1
PPIB	PPIB
SNX22	SNX22
SNX1	SNX1
PATL2	PATL2
B2M	B2M
TRIM69	TRIM69
C10H15orf43	C15ORF43
RPS17	RPS17
CPEB1	CPEB1
AP3B2	AP3B2
NR2E3	NR2E3
MYO9A	MYO9A
SENP8	SENP8
GRAMD2	GRAMD2
PKM	PKM
PARP6	PARP6
CELF6	CELF6
HEXA	HEXA
ARIH1	ARIH1
BBS4	BBS4
ADPGK	ADPGK
NEO1	NEO1
HCN4	HCN4
C10H15orf59	C15ORF59
TBC1D21	TBC1D21
LOXL1	LOXL1
STOML1	STOML1
ISLR2	ISLR2
STRA6	STRA6
CCDC33	CCDC33
FBXL16	FBXL16
ICOS	ICOS
CTLA4	CTLA4
CD28	CD28
RAPH1	RAPH1
ABI2	ABI2
NBEAL1	NBEAL1
CNBD2	CNBD2
CARF	ALS2CR8
WDR12	WDR12
ICA1L	ICA1L
FAM117B	FAM117B
BMPR2	BMPR2
NOP58	NOP58
SUMO1	SUMO1
FZD7	FZD7
CDK15	CDK15
ALS2	ALS2
MPP4	MPP4
TMEM237	TMEM237
ALS2CR11	ALS2CR11
STRADB	STRADB
TRAK2	TRAK2
ALS2CR12	ALS2CR12
CASP8	CASP8
CFLAR	CFLAR
NDUFB3	NDUFB3
FAM126B	FAM126B
ORC2	ORC2
NIF3L1	NIF3L1
PPIL3	PPIL3
CLK1	CLK1
BZW1	BZW1
AOX1	AOX1
SGOL2	SGOL2
KCTD18	KCTD18
SPATS2L	SPATS2L
C11H2orf47	C2ORF47
TYW5	TYW5
C11H2orf69	C2ORF69
SATB2	SATB2
NLRC5	NLRC5
CETP	CETP
HERPUD1	HERPUD1
SLC12A3	SLC12A3
NUP93	NUP93
BBS2	BBS2
OGFOD1	OGFOD1
NUDT21	NUDT21
AMFR	AMFR
GNAO1	GNAO1
CBFB	CBFB
C15H16orf70	C16ORF70
B3GNT9	B3GNT9
TRADD	TRADD
FBXL8	FBXL8
HSF4	HSF4
DNAAF1	DNAAF1
HSDL1	HSDL1
MBTPS1	MBTPS1
SLC38A8	SLC38A8
NECAB2	NECAB2
OSGIN1	OSGIN1
TMEM30B	TMEM30B
SLC7A6	SLC7A6
SLC7A6OS	SLC7A6OS
PRMT7	PRMT7
SMPD3	SMPD3
PLA2G15	PLA2G15
ESRP2	ESRP2
NFATC3	NFATC3
DUS2	DUS2L
DDX28	DDX28
SLC12A4	SLC12A4
SLC6A2	SLC6A2
LPCAT2	LPCAT2
CAPNS2	CAPNS1
MMP2	MMP2
IRX6	IRX6
IRX5	IRX5
IRX3	IRX3
FTO	FTO
RPGRIP1L	RPGRIP1L
AKTIP	AKTIP
RBL2	RBL2
CHD9	CHD9
TOX3	TOX3
SALL1	SALL1
CYLD	CYLD
SNX20	SNX20
NKD1	NKD1
BRD7	BRD7
ADCY7	ADCY7
PAPD5	PAPD5
HEATR3	HEATR3
CNEP1R1	CNEP1R1
ZNF423	ZNF423
CBLN1	CBLN1
N4BP1	N4BP1
SIAH1	SIAH1
LONP2	LONP2
PHKB	PHKB
ITFG1	ITFG1
NETO2	NETO2
DNAJA2	DNAJA2
GPT2	GPT2
C15H16orf87	C16ORF87
MYLK3	MYLK3
ORC6	ORC6
VPS35	VPS35
SHCBP1	SHCBP1
VSTM2B	VSTM2B
POP4	POP4
PLEKHF1	PLEKHF1
C15H19orf12	C19ORF12
CCNE1	CCNE1
URI1	URI1
ZNF536	ZNF536
TSHZ3	TSHZ3
ZNF507	ZNF507
DPY19L3	DPY19L3
PDCD5	PDCD5
ANKRD27	ANKRD27
RGS9BP	RGS9BP
NUDT19	NUDT19
SLC7A9	SLC7A9
CEP89	CEP89
C15H19orf40	C19ORF40
RHPN2	RHPN2
GPATCH1	GPATCH1
WDR88	WDR88
LRP3	LRP3
SLC7A10	SLC7A10
CEBPA	CEBPA
CEBPG	CEBPG
PEPD	PEPD
CHST8	CHST8
KCTD15	KCTD15
LSM14A	LSM14A
SS18L2	SS18L2
KIAA0355	KIAA0355
GPI	GPI
UBA2	UBA2
PDCD2L	PDCD2L
CUL9	CUL9
SRF	SRF
PTK7	PTK7
KLC4	KLC1
MRPL2	MRPL2
MEA1	MEA1
PPP2R5D	PPP2R5D
PEX6	PEX6
GNMT	GNMT
CNPY3	CNPY3
PTCRA	PTCRA
POLR1B	POLR1B
TTL	TTL
ZC3H6	ZC3H6
FBLN7	FBLN7
MERTK	MERTK
ANAPC1	ANAPC1
BCL2L11	BCL2L11
BUB1	BUB1
SYNDIG1	SYNDIG1
CST7	CST7
APMAP	APMAP
ACSS1	ACSS1
VSX1	VSX1
ENTPD6	ENTPD6
ABHD12	ABHD12
GINS1	GINS1
NINL	NINL
ATL2	ATL2
HNRNPLL	HNRPLL
GALM	GALM
GEMIN6	GEMIN6
MAL	MAL
MRPS5	MRPS5
SLC8A1	SLC8A1
THUMPD2	THUMPD2
POU3F1	POU3F1
UTP11L	UTP11L
FHL3	FHL3
SF3A3	SF3A3
INPP5B	INPP5B
MTF1	MTF1
YRDC	YRDC
MANEAL	MANEAL
EPHA10	EPHA10
CDCA8	CDCA8
C19H1orf109	C1ORF109
RSPO1	RSPO1
GNL2	GNL2
DNALI1	DNALI1
SNIP1	SNIP1
MEAF6	MEAF6
ZC3H12A	ZC3H12A
GRIK3	GRIK3
CSF3R	CSF3R
MRPS15	MRPS15
OSCP1	OSCP1
LSM10	LSM10
STK40	STK40
